time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
13387.64159	   1.00000	20004.45300	   0.32193	  -0.01487	   0.32228	   2.64524
13387.78359	   1.00000	15829.12600	   0.32770	   0.00497	   0.32773	  -0.86876
13387.92559	   1.00000	12516.70300	   0.33843	   0.02000	   0.33902	  -3.38150
13388.06759	   1.00000	9909.44240	   0.34610	   0.03463	   0.34783	  -5.71318
13388.23259	   1.00000	7835.48000	   0.35750	   0.04757	   0.36065	  -7.57923
13388.43259	   1.00000	6217.24610	   0.36847	   0.05848	   0.37308	  -9.01819
13388.67159	   1.00000	4905.29100	   0.37987	   0.06891	   0.38607	 -10.28143
13388.90959	   1.00000	3881.27370	   0.39369	   0.07834	   0.40141	 -11.25444
13389.14759	   1.00000	3070.98270	   0.40615	   0.08753	   0.41547	 -12.16125
13389.38559	   1.00000	2430.77780	   0.42164	   0.09564	   0.43235	 -12.77960
13389.62359	   1.00000	1923.15370	   0.43604	   0.10449	   0.44839	 -13.47611
13389.86159	   1.00000	1522.43580	   0.45234	   0.11425	   0.46655	 -14.17492
13390.09959	   1.00000	1203.84460	   0.47110	   0.12458	   0.48730	 -14.81267
13390.33859	   1.00000	 952.86591	   0.48795	   0.13025	   0.50504	 -14.94519
13390.57659	   1.00000	 754.27557	   0.50781	   0.14167	   0.52720	 -15.58835
13390.81459	   1.00000	 596.71857	   0.52926	   0.15011	   0.55014	 -15.83449
13391.05159	   1.00000	 471.96338	   0.55125	   0.15890	   0.57370	 -16.07934
13391.29059	   1.00000	 373.20856	   0.57531	   0.17054	   0.60005	 -16.51147
13391.52859	   1.00000	 295.47278	   0.60170	   0.18116	   0.62838	 -16.75569
13391.76759	   1.00000	 233.87738	   0.62703	   0.19299	   0.65606	 -17.10769
13392.00559	   1.00000	 185.05922	   0.65597	   0.20550	   0.68741	 -17.39470
13392.24159	   1.00000	 146.35823	   0.68730	   0.21496	   0.72013	 -17.36737
13392.47859	   1.00000	 115.77804	   0.72087	   0.22753	   0.75593	 -17.51756
13392.71259	   1.00000	  91.67210	   0.75323	   0.24173	   0.79107	 -17.79248
13392.95859	   1.00000	  72.51701	   0.78968	   0.24939	   0.82813	 -17.52679
13393.18759	   1.00000	  57.36816	   0.82554	   0.26400	   0.86673	 -17.73383
