time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
9058.60032	   1.00000	20004.45300	   0.30021	  -0.01002	   0.30038	   1.91099
9058.74232	   1.00000	15829.12600	   0.30771	   0.00947	   0.30785	  -1.76268
9058.88532	   1.00000	12516.70300	   0.31790	   0.02625	   0.31899	  -4.72047
9059.02732	   1.00000	9909.44240	   0.32862	   0.03905	   0.33093	  -6.77694
9059.19132	   1.00000	7835.48000	   0.33804	   0.05226	   0.34206	  -8.78871
9059.39232	   1.00000	6217.24610	   0.34972	   0.06367	   0.35547	 -10.31785
9059.63032	   1.00000	4905.29100	   0.36217	   0.07424	   0.36970	 -11.58421
9059.86832	   1.00000	3881.27370	   0.37702	   0.08441	   0.38635	 -12.61914
9060.10632	   1.00000	3070.98270	   0.39145	   0.09464	   0.40272	 -13.59137
9060.34532	   1.00000	2430.77780	   0.40689	   0.10459	   0.42012	 -14.41521
9060.58332	   1.00000	1923.15370	   0.42160	   0.11313	   0.43651	 -15.02016
9060.82132	   1.00000	1522.43580	   0.44062	   0.12182	   0.45715	 -15.45511
9061.05932	   1.00000	1203.84460	   0.45890	   0.12989	   0.47692	 -15.80350
9061.29832	   1.00000	 952.86591	   0.47880	   0.13885	   0.49853	 -16.17206
9061.53632	   1.00000	 754.27557	   0.50035	   0.14818	   0.52183	 -16.49651
9061.77332	   1.00000	 596.71857	   0.52274	   0.15650	   0.54567	 -16.66715
9062.01032	   1.00000	 471.96338	   0.54714	   0.16479	   0.57141	 -16.76127
9062.25032	   1.00000	 373.20856	   0.57423	   0.17596	   0.60058	 -17.03638
9062.48732	   1.00000	 295.47278	   0.59952	   0.18652	   0.62787	 -17.28161
9062.72632	   1.00000	 233.87738	   0.62779	   0.19258	   0.65666	 -17.05402
9062.96432	   1.00000	 185.05922	   0.65816	   0.20388	   0.68902	 -17.21132
9063.20132	   1.00000	 146.35823	   0.68993	   0.21300	   0.72206	 -17.15714
9063.43732	   1.00000	 115.77804	   0.72308	   0.22353	   0.75684	 -17.17859
9063.67132	   1.00000	  91.67210	   0.75819	   0.23085	   0.79255	 -16.93447
9063.91732	   1.00000	  72.51701	   0.79448	   0.24120	   0.83029	 -16.88813
9064.14632	   1.00000	  57.36816	   0.83262	   0.24648	   0.86834	 -16.49028
9064.38332	   1.00000	  45.36290	   0.87055	   0.25165	   0.90619	 -16.12336
9064.61532	   1.00000	  35.93134	   0.91010	   0.25823	   0.94603	 -15.84062
9064.86532	   1.00000	  28.40909	   0.95100	   0.26439	   0.98707	 -15.53689
9065.08032	   1.00000	  22.48202	   0.99277	   0.27128	   1.02916	 -15.28361
9065.34532	   1.00000	  17.79613	   1.03668	   0.27457	   1.07242	 -14.83479
9065.59732	   1.00000	  14.06813	   1.08337	   0.27782	   1.11843	 -14.38310
9065.81332	   1.00000	  11.14480	   1.13462	   0.27878	   1.16837	 -13.80408
9066.08032	   1.00000	   8.81772	   1.18081	   0.27465	   1.21233	 -13.09404
9066.25832	   1.00000	   6.97545	   1.23047	   0.26724	   1.25916	 -12.25370
9066.47632	   1.00000	   5.51730	   1.28134	   0.24727	   1.30498	 -10.92268
9066.74632	   1.00000	   4.36941	   1.32150	   0.23670	   1.34253	 -10.15475
9067.08132	   1.00000	   3.45686	   1.35538	   0.21403	   1.37217	  -8.97372
9067.49932	   1.00000	   2.73547	   1.38447	   0.19244	   1.39778	  -7.91333
9068.02532	   1.00000	   2.16054	   1.40874	   0.17009	   1.41898	  -6.88463
9068.68432	   1.00000	   1.70952	   1.43186	   0.14755	   1.43944	  -5.88326
9069.51232	   1.00000	   1.35352	   1.45398	   0.13303	   1.46005	  -5.22766
9070.55532	   1.00000	   1.07079	   1.47247	   0.12532	   1.47780	  -4.86458
9071.86932	   1.00000	   0.84734	   1.48358	   0.12482	   1.48882	  -4.80903
9073.52532	   1.00000	   0.67072	   1.48811	   0.12425	   1.49329	  -4.77275
9075.61332	   1.00000	   0.53067	   1.48649	   0.12062	   1.49138	  -4.63918
9078.25032	   1.00000	   0.41976	   1.48459	   0.11092	   1.48873	  -4.27282
9081.58232	   1.00000	   0.33183	   1.48966	   0.09619	   1.49276	  -3.69459
9085.78732	   1.00000	   0.26261	   1.50698	   0.07991	   1.50909	  -3.03522
9091.09532	   1.00000	   0.20791	   1.53965	   0.07193	   1.54133	  -2.67498
9097.80032	   1.00000	   0.16452	   1.58586	   0.08478	   1.58813	  -3.06016
9106.27632	   1.00000	   0.13007	   1.63050	   0.12876	   1.63558	  -4.51535
9116.96633	   1.00000	   0.10309	   1.64902	   0.20192	   1.66133	  -6.98106
9130.48033	   1.00000	   0.08153	   1.62610	   0.28447	   1.65080	  -9.92308
9147.57833	   1.00000	   0.06443	   1.56847	   0.34707	   1.60642	 -12.47734
9169.16433	   1.00000	   0.05102	   1.47173	   0.34835	   1.51239	 -13.31636
9196.40733	   1.00000	   0.04042	   1.40480	   0.27393	   1.43126	 -11.03394
9230.90233	   1.00000	   0.03192	   1.42408	   0.13518	   1.43048	  -5.42236
9274.45033	   1.00000	   0.02528	   1.58177	  -0.01207	   1.58181	   0.43725
9329.51534	   1.00000	   0.01999	   1.90948	  -0.06566	   1.91060	   1.96940
24853.19404	   2.00000	20004.45300	   0.30357	  -0.01057	   0.30375	   1.99398
24853.33704	   2.00000	15829.12600	   0.31142	   0.00972	   0.31157	  -1.78854
24853.47904	   2.00000	12516.70300	   0.32063	   0.02707	   0.32177	  -4.82618
24853.62104	   2.00000	9909.44240	   0.33066	   0.04120	   0.33322	  -7.10308
24853.78504	   2.00000	7835.48000	   0.34211	   0.05217	   0.34606	  -8.67000
24853.98604	   2.00000	6217.24610	   0.35360	   0.06372	   0.35929	 -10.21589
24854.22404	   2.00000	4905.29100	   0.36651	   0.07659	   0.37443	 -11.80320
24854.46304	   2.00000	3881.27370	   0.38151	   0.08742	   0.39139	 -12.90659
24854.70104	   2.00000	3070.98270	   0.39556	   0.09464	   0.40673	 -13.45580
24854.93904	   2.00000	2430.77780	   0.41221	   0.10494	   0.42535	 -14.28254
24855.17704	   2.00000	1923.15370	   0.42800	   0.11405	   0.44294	 -14.92135
24855.41504	   2.00000	1522.43580	   0.44585	   0.12280	   0.46245	 -15.39898
24855.65304	   2.00000	1203.84460	   0.46483	   0.13252	   0.48335	 -15.91272
24855.89204	   2.00000	 952.86591	   0.48695	   0.14217	   0.50728	 -16.27570
24856.13004	   2.00000	 754.27557	   0.50721	   0.15030	   0.52901	 -16.50561
24856.36704	   2.00000	 596.71857	   0.53028	   0.15897	   0.55359	 -16.68799
24856.60504	   2.00000	 471.96338	   0.55404	   0.16983	   0.57948	 -17.04167
24856.84404	   2.00000	 373.20856	   0.58088	   0.17700	   0.60725	 -16.94690
24857.08104	   2.00000	 295.47278	   0.60921	   0.18714	   0.63730	 -17.07620
24857.32104	   2.00000	 233.87738	   0.63757	   0.19731	   0.66741	 -17.19598
24857.55904	   2.00000	 185.05922	   0.66691	   0.20560	   0.69789	 -17.13370
24857.79504	   2.00000	 146.35823	   0.70056	   0.21694	   0.73339	 -17.20613
24858.03104	   2.00000	 115.77804	   0.73346	   0.22544	   0.76733	 -17.08556
24858.26604	   2.00000	  91.67210	   0.76804	   0.23284	   0.80256	 -16.86521
24858.51104	   2.00000	  72.51701	   0.80547	   0.24110	   0.84078	 -16.66414
24858.74004	   2.00000	  57.36816	   0.84303	   0.24759	   0.87864	 -16.36714
24858.97704	   2.00000	  45.36290	   0.88225	   0.25382	   0.91804	 -16.05032
24859.20904	   2.00000	  35.93134	   0.92375	   0.26002	   0.95965	 -15.72079
24859.45904	   2.00000	  28.40909	   0.96245	   0.26596	   0.99852	 -15.44768
24859.67404	   2.00000	  22.48202	   1.00544	   0.27085	   1.04128	 -15.07692
24859.93804	   2.00000	  17.79613	   1.05027	   0.27477	   1.08562	 -14.66112
24860.19104	   2.00000	  14.06813	   1.09538	   0.27700	   1.12986	 -14.19151
24860.40704	   2.00000	  11.14480	   1.14670	   0.27905	   1.18016	 -13.67693
24860.67404	   2.00000	   8.81772	   1.19299	   0.27330	   1.22390	 -12.90312
24860.85204	   2.00000	   6.97545	   1.24270	   0.26394	   1.27042	 -11.99093
24861.07004	   2.00000	   5.51730	   1.29218	   0.24895	   1.31594	 -10.90482
24861.33904	   2.00000	   4.36941	   1.33043	   0.23461	   1.35096	 -10.00100
24861.67504	   2.00000	   3.45686	   1.36434	   0.21121	   1.38059	  -8.80015
24862.09304	   2.00000	   2.73547	   1.39335	   0.19047	   1.40631	  -7.78385
24862.61804	   2.00000	   2.16054	   1.41832	   0.16704	   1.42812	  -6.71713
24863.27804	   2.00000	   1.70952	   1.44169	   0.14661	   1.44913	  -5.80658
24864.10604	   2.00000	   1.35352	   1.46461	   0.13389	   1.47071	  -5.22319
24865.14904	   2.00000	   1.07079	   1.48016	   0.12915	   1.48578	  -4.98682
24866.46304	   2.00000	   0.84734	   1.48855	   0.12664	   1.49392	  -4.86286
24868.11804	   2.00000	   0.67072	   1.49119	   0.12529	   1.49644	  -4.80276
24870.20704	   2.00000	   0.53067	   1.49064	   0.11685	   1.49521	  -4.48233
24872.84404	   2.00000	   0.41976	   1.49236	   0.10493	   1.49605	  -4.02189
24876.17504	   2.00000	   0.33183	   1.50298	   0.08917	   1.50562	  -3.39545
24880.38104	   2.00000	   0.26261	   1.52658	   0.07673	   1.52851	  -2.87733
24885.68904	   2.00000	   0.20791	   1.56461	   0.07758	   1.56653	  -2.83872
24892.39404	   2.00000	   0.16452	   1.60809	   0.10290	   1.61137	  -3.66122
24900.87004	   2.00000	   0.13007	   1.63995	   0.15777	   1.64752	  -5.49517
24911.56004	   2.00000	   0.10309	   1.63808	   0.23071	   1.65425	  -8.01702
24925.07404	   2.00000	   0.08153	   1.59568	   0.29696	   1.62308	 -10.54225
24942.17204	   2.00000	   0.06443	   1.53139	   0.33304	   1.56719	 -12.26920
24963.75904	   2.00000	   0.05102	   1.45279	   0.30027	   1.48349	 -11.67769
24991.00104	   2.00000	   0.04042	   1.42716	   0.20288	   1.44150	  -8.09058
25025.49705	   2.00000	   0.03192	   1.50664	   0.06768	   1.50816	  -2.57193
25069.04405	   2.00000	   0.02528	   1.72384	  -0.02959	   1.72409	   0.98356
25124.10905	   2.00000	   0.01999	   2.07521	   0.01414	   2.07526	  -0.39052
40232.00945	   3.00000	20004.45300	   0.30436	  -0.00900	   0.30449	   1.69456
40232.15245	   3.00000	15829.12600	   0.31376	   0.01137	   0.31396	  -2.07495
40232.29445	   3.00000	12516.70300	   0.32220	   0.02619	   0.32326	  -4.64726
40232.43645	   3.00000	9909.44240	   0.33186	   0.04152	   0.33445	  -7.13119
40232.60045	   3.00000	7835.48000	   0.34291	   0.05369	   0.34708	  -8.89904
40232.80145	   3.00000	6217.24610	   0.35652	   0.06636	   0.36264	 -10.54341
40233.03945	   3.00000	4905.29100	   0.36747	   0.07671	   0.37539	 -11.79131
40233.27845	   3.00000	3881.27370	   0.38327	   0.08646	   0.39291	 -12.71223
40233.51645	   3.00000	3070.98270	   0.39727	   0.09695	   0.40893	 -13.71439
40233.75445	   3.00000	2430.77780	   0.41321	   0.10521	   0.42639	 -14.28455
40233.99245	   3.00000	1923.15370	   0.42989	   0.11506	   0.44502	 -14.98456
