time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
9651.00252	   1.00000	20004.45300	   0.39182	  -0.03055	   0.39301	   4.45806
9651.14552	   1.00000	15829.12600	   0.39693	  -0.01230	   0.39712	   1.77458
9651.28752	   1.00000	12516.70300	   0.40190	   0.00234	   0.40191	  -0.33358
9651.42952	   1.00000	9909.44240	   0.40953	   0.01629	   0.40986	  -2.27833
9651.59352	   1.00000	7835.48000	   0.41789	   0.02743	   0.41879	  -3.75550
9651.79452	   1.00000	6217.24610	   0.42578	   0.03690	   0.42737	  -4.95368
9652.03252	   1.00000	4905.29100	   0.43410	   0.04525	   0.43645	  -5.95087
9652.27152	   1.00000	3881.27370	   0.44436	   0.05228	   0.44742	  -6.71054
9652.50952	   1.00000	3070.98270	   0.45375	   0.06048	   0.45776	  -7.59236
9652.74752	   1.00000	2430.77780	   0.46492	   0.06774	   0.46983	  -8.29009
9652.98552	   1.00000	1923.15370	   0.47449	   0.07460	   0.48032	  -8.93442
9653.22352	   1.00000	1522.43580	   0.48750	   0.08053	   0.49410	  -9.38054
9653.46152	   1.00000	1203.84460	   0.49948	   0.08913	   0.50737	 -10.11742
9653.70052	   1.00000	 952.86591	   0.51345	   0.09489	   0.52215	 -10.47034
9653.93852	   1.00000	 754.27557	   0.52816	   0.10024	   0.53759	 -10.74599
9654.17552	   1.00000	 596.71857	   0.54470	   0.10632	   0.55498	 -11.04445
9654.41352	   1.00000	 471.96338	   0.55909	   0.11339	   0.57047	 -11.46450
9654.65252	   1.00000	 373.20856	   0.57937	   0.11832	   0.59133	 -11.54202
9654.89052	   1.00000	 295.47278	   0.59775	   0.12671	   0.61103	 -11.96799
9655.12952	   1.00000	 233.87738	   0.61838	   0.13259	   0.63244	 -12.10218
9655.36752	   1.00000	 185.05922	   0.63747	   0.13929	   0.65252	 -12.32597
9655.60352	   1.00000	 146.35823	   0.65780	   0.14563	   0.67373	 -12.48302
9655.84052	   1.00000	 115.77804	   0.68116	   0.15110	   0.69772	 -12.50692
9656.07452	   1.00000	  91.67210	   0.70541	   0.15720	   0.72272	 -12.56337
9656.31952	   1.00000	  72.51701	   0.73209	   0.16399	   0.75023	 -12.62628
9656.54852	   1.00000	  57.36816	   0.75849	   0.16996	   0.77730	 -12.62998
9656.78552	   1.00000	  45.36290	   0.78953	   0.17471	   0.80863	 -12.47758
9657.01752	   1.00000	  35.93134	   0.81848	   0.17428	   0.83683	 -12.02034
9657.26852	   1.00000	  28.40909	   0.84987	   0.17318	   0.86734	 -11.51724
9657.48252	   1.00000	  22.48202	   0.88286	   0.16959	   0.89900	 -10.87337
9657.74752	   1.00000	  17.79613	   0.91181	   0.16094	   0.92591	 -10.00991
