time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
13766.47358	   1.00000	20004.45300	   0.32373	  -0.01651	   0.32415	   2.91980
13766.61558	   1.00000	15829.12600	   0.32973	   0.00354	   0.32975	  -0.61576
13766.75758	   1.00000	12516.70300	   0.33952	   0.02072	   0.34015	  -3.49195
13766.89958	   1.00000	9909.44240	   0.34744	   0.03524	   0.34922	  -5.79195
13767.06458	   1.00000	7835.48000	   0.35951	   0.04796	   0.36270	  -7.59930
13767.26458	   1.00000	6217.24610	   0.36975	   0.05897	   0.37443	  -9.06190
13767.50358	   1.00000	4905.29100	   0.38329	   0.06944	   0.38953	 -10.26924
13767.74158	   1.00000	3881.27370	   0.39385	   0.07718	   0.40134	 -11.08682
13767.97958	   1.00000	3070.98270	   0.40961	   0.08779	   0.41891	 -12.09691
13768.21758	   1.00000	2430.77780	   0.42300	   0.09671	   0.43391	 -12.87816
13768.45558	   1.00000	1923.15370	   0.43833	   0.10560	   0.45087	 -13.54495
13768.69358	   1.00000	1522.43580	   0.45417	   0.11498	   0.46850	 -14.20636
13768.93158	   1.00000	1203.84460	   0.47191	   0.12370	   0.48786	 -14.68859
13769.17058	   1.00000	 952.86591	   0.49201	   0.13261	   0.50957	 -15.08406
13769.40858	   1.00000	 754.27557	   0.51177	   0.14228	   0.53118	 -15.53667
13769.64658	   1.00000	 596.71857	   0.53217	   0.15074	   0.55311	 -15.81498
13769.88358	   1.00000	 471.96338	   0.55361	   0.16226	   0.57690	 -16.33560
13770.12258	   1.00000	 373.20856	   0.57872	   0.17088	   0.60342	 -16.45016
13770.36058	   1.00000	 295.47278	   0.60442	   0.18279	   0.63146	 -16.82661
13770.59958	   1.00000	 233.87738	   0.63249	   0.19343	   0.66140	 -17.00464
13770.83758	   1.00000	 185.05922	   0.66048	   0.20464	   0.69146	 -17.21454
13771.07358	   1.00000	 146.35823	   0.69161	   0.21686	   0.72481	 -17.40956
13771.31058	   1.00000	 115.77804	   0.72490	   0.22760	   0.75980	 -17.43118
13771.54458	   1.00000	  91.67210	   0.75832	   0.23948	   0.79524	 -17.52652
13771.79058	   1.00000	  72.51701	   0.79475	   0.25174	   0.83367	 -17.57588
13772.01958	   1.00000	  57.36816	   0.83113	   0.26362	   0.87194	 -17.59790
13772.25558	   1.00000	  45.36290	   0.87010	   0.27570	   0.91273	 -17.58145
13772.48858	   1.00000	  35.93134	   0.90670	   0.28781	   0.95128	 -17.61066
13772.73858	   1.00000	  28.40909	   0.94823	   0.30494	   0.99606	 -17.82713
13772.95258	   1.00000	  22.48202	   0.99086	   0.32363	   1.04238	 -18.08786
13773.21758	   1.00000	  17.79613	   1.03443	   0.34461	   1.09033	 -18.42501
13773.47058	   1.00000	  14.06813	   1.08946	   0.37134	   1.15101	 -18.82136
13773.68658	   1.00000	  11.14480	   1.14501	   0.39449	   1.21106	 -19.01020
13773.95358	   1.00000	   8.81772	   1.21282	   0.42076	   1.28374	 -19.13309
13774.13158	   1.00000	   6.97545	   1.28164	   0.45241	   1.35915	 -19.44254
13774.34958	   1.00000	   5.51730	   1.36872	   0.45895	   1.44362	 -18.53688
13774.61958	   1.00000	   4.36941	   1.44745	   0.46738	   1.52104	 -17.89525
13774.95458	   1.00000	   3.45686	   1.55053	   0.45663	   1.61637	 -16.40948
13775.37258	   1.00000	   2.73547	   1.64335	   0.45752	   1.70585	 -15.55763
13775.89758	   1.00000	   2.16054	   1.71185	   0.43922	   1.76730	 -14.39018
13776.55758	   1.00000	   1.70952	   1.77228	   0.40513	   1.81799	 -12.87625
13777.38558	   1.00000	   1.35352	   1.82207	   0.36561	   1.85838	 -11.34602
13778.42858	   1.00000	   1.07079	   1.86649	   0.32116	   1.89392	  -9.76318
13779.74258	   1.00000	   0.84734	   1.91276	   0.28008	   1.93315	  -8.33040
13781.39758	   1.00000	   0.67072	   1.96328	   0.25351	   1.97958	  -7.35769
13783.48658	   1.00000	   0.53067	   2.01741	   0.25135	   2.03301	  -7.10185
13786.12358	   1.00000	   0.41976	   2.05994	   0.28413	   2.07944	  -7.85336
13789.45458	   1.00000	   0.33183	   2.07297	   0.34049	   2.10074	  -9.32756
13793.66059	   1.00000	   0.26261	   2.04998	   0.39463	   2.08762	 -10.89647
13798.96859	   1.00000	   0.20791	   2.00863	   0.42091	   2.05226	 -11.83508
13805.67359	   1.00000	   0.16452	   1.98027	   0.40657	   2.02158	 -11.60228
13814.14959	   1.00000	   0.13007	   2.00267	   0.35922	   2.03463	 -10.16898
13824.83959	   1.00000	   0.10309	   2.11300	   0.29813	   2.13393	  -8.03093
13838.35359	   1.00000	   0.08153	   2.34431	   0.27748	   2.36068	  -6.75039
13855.45159	   1.00000	   0.06443	   2.67012	   0.36838	   2.69541	  -7.85514
13877.03759	   1.00000	   0.05102	   3.07829	   0.67847	   3.15217	 -12.42949
13904.28059	   1.00000	   0.04042	   3.36190	   1.24984	   3.58671	 -20.39345
13938.77559	   1.00000	   0.03192	   3.35149	   1.95999	   3.88253	 -30.31962
13982.32259	   1.00000	   0.02528	   2.97070	   2.57866	   3.93377	 -40.95895
14037.38760	   1.00000	   0.01999	   2.20640	   2.79917	   3.56420	 -51.75354
29539.27830	   2.00000	20004.45300	   0.32989	  -0.01559	   0.33026	   2.70522
29539.42030	   2.00000	15829.12600	   0.33745	   0.00524	   0.33749	  -0.89002
29539.56230	   2.00000	12516.70300	   0.34620	   0.02146	   0.34686	  -3.54692
29539.70430	   2.00000	9909.44240	   0.35578	   0.03587	   0.35758	  -5.75638
29539.86930	   2.00000	7835.48000	   0.36480	   0.04870	   0.36804	  -7.60441
29540.06930	   2.00000	6217.24610	   0.37563	   0.05906	   0.38025	  -8.93555
29540.30830	   2.00000	4905.29100	   0.38877	   0.06927	   0.39490	 -10.10315
29540.54630	   2.00000	3881.27370	   0.40052	   0.07930	   0.40830	 -11.19881
29540.78430	   2.00000	3070.98270	   0.41494	   0.08740	   0.42404	 -11.89417
29541.02230	   2.00000	2430.77780	   0.42814	   0.09705	   0.43900	 -12.77237
29541.26030	   2.00000	1923.15370	   0.44439	   0.10554	   0.45675	 -13.35982
29541.49830	   2.00000	1522.43580	   0.46105	   0.11555	   0.47531	 -14.07021
29541.73630	   2.00000	1203.84460	   0.47932	   0.12425	   0.49516	 -14.53241
29541.97530	   2.00000	 952.86591	   0.49758	   0.13341	   0.51516	 -15.00882
29542.21330	   2.00000	 754.27557	   0.51731	   0.14138	   0.53628	 -15.28497
29542.45030	   2.00000	 596.71857	   0.53919	   0.15314	   0.56052	 -15.85534
29542.68830	   2.00000	 471.96338	   0.56139	   0.16221	   0.58436	 -16.11659
29542.92730	   2.00000	 373.20856	   0.58500	   0.17061	   0.60937	 -16.25894
29543.16430	   2.00000	 295.47278	   0.61096	   0.18263	   0.63767	 -16.64270
29543.40330	   2.00000	 233.87738	   0.63786	   0.19368	   0.66662	 -16.89070
29543.64130	   2.00000	 185.05922	   0.66818	   0.20528	   0.69900	 -17.07831
29543.87730	   2.00000	 146.35823	   0.69740	   0.21852	   0.73083	 -17.39768
29544.11430	   2.00000	 115.77804	   0.73116	   0.23144	   0.76691	 -17.56472
29544.34830	   2.00000	  91.67210	   0.76474	   0.24264	   0.80231	 -17.60358
29544.59430	   2.00000	  72.51701	   0.80081	   0.25496	   0.84041	 -17.66053
29544.82330	   2.00000	  57.36816	   0.83661	   0.26800	   0.87848	 -17.76219
29545.05930	   2.00000	  45.36290	   0.87602	   0.28349	   0.92075	 -17.93195
29545.29230	   2.00000	  35.93134	   0.91550	   0.29694	   0.96245	 -17.97007
29545.54230	   2.00000	  28.40909	   0.95683	   0.31589	   1.00763	 -18.27038
29545.75630	   2.00000	  22.48202	   1.00047	   0.33789	   1.05599	 -18.66141
29546.02130	   2.00000	  17.79613	   1.04667	   0.36003	   1.10686	 -18.98203
29546.27330	   2.00000	  14.06813	   1.09759	   0.38920	   1.16455	 -19.52403
29546.49030	   2.00000	  11.14480	   1.16386	   0.42278	   1.23827	 -19.96387
29546.75730	   2.00000	   8.81772	   1.22437	   0.45123	   1.30487	 -20.23071
29546.93530	   2.00000	   6.97545	   1.30572	   0.48317	   1.39225	 -20.30664
29547.15330	   2.00000	   5.51730	   1.40647	   0.50111	   1.49308	 -19.61036
29547.42230	   2.00000	   4.36941	   1.48576	   0.52943	   1.57727	 -19.61279
29547.75730	   2.00000	   3.45686	   1.58338	   0.52028	   1.66667	 -18.18993
29548.17630	   2.00000	   2.73547	   1.68328	   0.51308	   1.75974	 -16.95170
29548.70130	   2.00000	   2.16054	   1.77255	   0.48236	   1.83701	 -15.22311
29549.36030	   2.00000	   1.70952	   1.86584	   0.44416	   1.91798	 -13.38999
29550.18930	   2.00000	   1.35352	   1.94945	   0.42055	   1.99429	 -12.17364
29551.23230	   2.00000	   1.07079	   2.00998	   0.40988	   2.05134	 -11.52589
29552.54630	   2.00000	   0.84734	   2.04275	   0.40415	   2.08235	 -11.19122
29554.20130	   2.00000	   0.67072	   2.05835	   0.39805	   2.09649	 -10.94489
