time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
14257.30079	   1.00000	20004.45300	   0.33329	  -0.01370	   0.33357	   2.35413
14257.44279	   1.00000	15829.12600	   0.33772	   0.00194	   0.33772	  -0.32996
14257.58479	   1.00000	12516.70300	   0.34527	   0.02023	   0.34586	  -3.35242
14257.72679	   1.00000	9909.44240	   0.35637	   0.03284	   0.35788	  -5.26555
14257.89179	   1.00000	7835.48000	   0.36500	   0.04370	   0.36760	  -6.82724
14258.09179	   1.00000	6217.24610	   0.37481	   0.05657	   0.37905	  -8.58336
14258.55079	   1.00000	4905.29100	   0.38619	   0.06566	   0.39173	  -9.64978
14258.78879	   1.00000	3881.27370	   0.39707	   0.07408	   0.40392	 -10.56860
14259.02679	   1.00000	3070.98270	   0.40935	   0.08325	   0.41773	 -11.49526
14259.26479	   1.00000	2430.77780	   0.42382	   0.09134	   0.43355	 -12.16182
14259.50379	   1.00000	1923.15370	   0.43972	   0.10150	   0.45128	 -12.99811
14259.74079	   1.00000	1522.43580	   0.45315	   0.10677	   0.46556	 -13.25844
14259.97979	   1.00000	1203.84460	   0.47177	   0.11504	   0.48560	 -13.70336
14260.21779	   1.00000	 952.86591	   0.48845	   0.12320	   0.50374	 -14.15678
14260.45679	   1.00000	 754.27557	   0.50492	   0.13261	   0.52204	 -14.71567
14260.69379	   1.00000	 596.71857	   0.52721	   0.13866	   0.54514	 -14.73507
14260.93079	   1.00000	 471.96338	   0.54743	   0.14887	   0.56731	 -15.21378
14261.16979	   1.00000	 373.20856	   0.57199	   0.15948	   0.59380	 -15.57911
14261.40779	   1.00000	 295.47278	   0.59241	   0.16509	   0.61499	 -15.57165
14261.64579	   1.00000	 233.87738	   0.61811	   0.17484	   0.64237	 -15.79433
14261.88379	   1.00000	 185.05922	   0.64339	   0.18356	   0.66906	 -15.92365
14262.11979	   1.00000	 146.35823	   0.67571	   0.19775	   0.70405	 -16.31234
14262.35679	   1.00000	 115.77804	   0.70613	   0.20505	   0.73530	 -16.19275
14262.59079	   1.00000	  91.67210	   0.73613	   0.21096	   0.76577	 -15.99082
14262.83679	   1.00000	  72.51701	   0.77153	   0.22578	   0.80389	 -16.31153
14263.06579	   1.00000	  57.36816	   0.79147	   0.24195	   0.82762	 -16.99856
14263.30179	   1.00000	  45.36290	   0.82659	   0.25434	   0.86484	 -17.10316
14263.53479	   1.00000	  35.93134	   0.87596	   0.24442	   0.90942	 -15.59090
14263.78479	   1.00000	  28.40909	   0.91381	   0.27781	   0.95511	 -16.91014
14263.99879	   1.00000	  22.48202	   0.95987	   0.28254	   1.00059	 -16.40198
14264.26379	   1.00000	  17.79613	   0.99256	   0.27669	   1.03040	 -15.57635
14264.51679	   1.00000	  14.06813	   0.99079	   0.32078	   1.04143	 -17.94019
14264.73279	   1.00000	  11.14480	   1.10284	   0.31364	   1.14657	 -15.87514
14264.99979	   1.00000	   8.81772	   1.10138	   0.39623	   1.17049	 -19.78676
14265.17779	   1.00000	   6.97545	   1.14024	   0.34490	   1.19126	 -16.82926
14265.39579	   1.00000	   5.51730	   1.27921	   0.30687	   1.31550	 -13.48984
14265.66479	   1.00000	   4.36941	   1.41708	   0.38891	   1.46948	 -15.34651
14266.00079	   1.00000	   3.45686	   1.42218	   0.47027	   1.49791	 -18.29744
14266.41879	   1.00000	   2.73547	   1.37225	   0.44083	   1.44132	 -17.80951
14266.94379	   1.00000	   2.16054	   1.35733	   0.30626	   1.39145	 -12.71484
14267.60379	   1.00000	   1.70952	   1.43892	   0.13722	   1.44545	  -5.44727
14268.43179	   1.00000	   1.35352	   1.60963	   0.03511	   1.61001	  -1.24945
14269.47479	   1.00000	   1.07079	   1.79179	   0.06628	   1.79302	  -2.11859
14270.78879	   1.00000	   0.84734	   1.88511	   0.21751	   1.89762	  -6.58197
14272.44479	   1.00000	   0.67072	   1.84488	   0.38453	   1.88452	 -11.77379
14274.53279	   1.00000	   0.53067	   1.63584	   0.51844	   1.71603	 -17.58469
14277.16979	   1.00000	   0.41976	   1.35722	   0.47874	   1.43918	 -19.42960
14280.50080	   1.00000	   0.33183	   1.15703	   0.26039	   1.18597	 -12.68327
14284.70680	   1.00000	   0.26261	   1.14252	  -0.03099	   1.14294	   1.55353
14290.01480	   1.00000	   0.20791	   1.32206	  -0.24807	   1.34513	  10.62738
14296.71980	   1.00000	   0.16452	   1.59534	  -0.28699	   1.62095	  10.19789
14305.19580	   1.00000	   0.13007	   1.82196	  -0.13642	   1.82706	   4.28206
14315.88580	   1.00000	   0.10309	   1.89312	   0.10786	   1.89619	  -3.26078
14329.39980	   1.00000	   0.08153	   1.81090	   0.31250	   1.83766	  -9.79105
14346.49780	   1.00000	   0.06443	   1.68332	   0.38962	   1.72782	 -13.03210
14368.08480	   1.00000	   0.05102	   1.56953	   0.37349	   1.61335	 -13.38542
14395.32680	   1.00000	   0.04042	   1.54224	   0.31142	   1.57337	 -11.41598
14429.82280	   1.00000	   0.03192	   1.58310	   0.26479	   1.60510	  -9.49543
14473.36980	   1.00000	   0.02528	   1.65684	   0.24593	   1.67499	  -8.44306
14528.43481	   1.00000	   0.01999	   1.75469	   0.24741	   1.77205	  -8.02574
29954.04611	   2.00000	20004.45300	   0.33919	  -0.01314	   0.33945	   2.21819
29954.18811	   2.00000	15829.12600	   0.34244	   0.00283	   0.34245	  -0.47414
29954.33011	   2.00000	12516.70300	   0.34893	   0.02152	   0.34960	  -3.52901
29954.47211	   2.00000	9909.44240	   0.36084	   0.03376	   0.36242	  -5.34548
29954.78011	   2.00000	7835.48000	   0.36769	   0.04425	   0.37034	  -6.86205
29954.98111	   2.00000	6217.24610	   0.37942	   0.05486	   0.38337	  -8.22681
29955.21911	   2.00000	4905.29100	   0.39110	   0.06587	   0.39661	  -9.56075
29955.45811	   2.00000	3881.27370	   0.40234	   0.07556	   0.40938	 -10.63568
29955.69611	   2.00000	3070.98270	   0.41515	   0.08398	   0.42356	 -11.43649
29955.93411	   2.00000	2430.77780	   0.42975	   0.09215	   0.43952	 -12.10222
29956.17211	   2.00000	1923.15370	   0.44257	   0.10044	   0.45383	 -12.78589
29956.41011	   2.00000	1522.43580	   0.45879	   0.10740	   0.47119	 -13.17531
29956.64811	   2.00000	1203.84460	   0.47557	   0.11757	   0.48989	 -13.88670
29956.88711	   2.00000	 952.86591	   0.49353	   0.12521	   0.50916	 -14.23528
29957.12511	   2.00000	 754.27557	   0.51052	   0.13141	   0.52717	 -14.43485
29957.36211	   2.00000	 596.71857	   0.53234	   0.14251	   0.55109	 -14.98645
29957.60011	   2.00000	 471.96338	   0.55179	   0.15126	   0.57214	 -15.32946
29957.83911	   2.00000	 373.20856	   0.57360	   0.16026	   0.59557	 -15.60974
29958.07611	   2.00000	 295.47278	   0.59981	   0.16882	   0.62311	 -15.71952
29958.31611	   2.00000	 233.87738	   0.62556	   0.17953	   0.65082	 -16.01275
29958.55411	   2.00000	 185.05922	   0.65310	   0.19200	   0.68073	 -16.38270
29958.79011	   2.00000	 146.35823	   0.67530	   0.20314	   0.70519	 -16.74193
29959.02611	   2.00000	 115.77804	   0.70768	   0.21388	   0.73929	 -16.81595
29959.26111	   2.00000	  91.67210	   0.74349	   0.22534	   0.77689	 -16.86102
29959.50611	   2.00000	  72.51701	   0.77031	   0.23538	   0.80547	 -16.99130
29959.73511	   2.00000	  57.36816	   0.80714	   0.22810	   0.83875	 -15.78074
