time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
11452.96971	   1.00000	20004.45300	   0.30133	  -0.01091	   0.30153	   2.07343
11453.11171	   1.00000	15829.12600	   0.30772	   0.00733	   0.30780	  -1.36492
11453.25371	   1.00000	12516.70300	   0.31752	   0.02383	   0.31842	  -4.29228
11453.39571	   1.00000	9909.44240	   0.32801	   0.03910	   0.33033	  -6.79792
11453.56071	   1.00000	7835.48000	   0.33756	   0.05385	   0.34183	  -9.06344
11453.76071	   1.00000	6217.24610	   0.34991	   0.06450	   0.35580	 -10.44389
11453.99971	   1.00000	4905.29100	   0.36224	   0.07396	   0.36971	 -11.54002
11454.23771	   1.00000	3881.27370	   0.37498	   0.08679	   0.38490	 -13.03173
11454.47571	   1.00000	3070.98270	   0.38963	   0.09391	   0.40079	 -13.55162
11454.71371	   1.00000	2430.77780	   0.40553	   0.10529	   0.41897	 -14.55491
11454.95171	   1.00000	1923.15370	   0.42308	   0.11348	   0.43803	 -15.01423
11455.18971	   1.00000	1522.43580	   0.44052	   0.12294	   0.45735	 -15.59376
11455.42771	   1.00000	1203.84460	   0.45959	   0.13093	   0.47788	 -15.90196
11455.66671	   1.00000	 952.86591	   0.47945	   0.14011	   0.49950	 -16.29036
11455.90471	   1.00000	 754.27557	   0.50071	   0.14870	   0.52232	 -16.54016
11456.14171	   1.00000	 596.71857	   0.52273	   0.15725	   0.54587	 -16.74318
11456.37971	   1.00000	 471.96338	   0.54830	   0.16716	   0.57321	 -16.95506
11456.61871	   1.00000	 373.20856	   0.57287	   0.17599	   0.59930	 -17.07685
11456.85571	   1.00000	 295.47278	   0.60059	   0.18566	   0.62863	 -17.17835
11457.09571	   1.00000	 233.87738	   0.62860	   0.19458	   0.65802	 -17.19989
11457.33371	   1.00000	 185.05922	   0.65663	   0.20410	   0.68762	 -17.26696
11457.56971	   1.00000	 146.35823	   0.68886	   0.21348	   0.72118	 -17.21870
11457.80571	   1.00000	 115.77804	   0.72355	   0.22264	   0.75703	 -17.10342
11458.03971	   1.00000	  91.67210	   0.75868	   0.23200	   0.79336	 -17.00320
11458.28571	   1.00000	  72.51701	   0.79649	   0.23730	   0.83109	 -16.59056
11458.51471	   1.00000	  57.36816	   0.83431	   0.24178	   0.86864	 -16.16142
11458.75071	   1.00000	  45.36290	   0.87385	   0.24820	   0.90842	 -15.85639
11458.98371	   1.00000	  35.93134	   0.91030	   0.25298	   0.94480	 -15.53104
11459.23371	   1.00000	  28.40909	   0.95204	   0.25476	   0.98554	 -14.98074
11459.44871	   1.00000	  22.48202	   0.99379	   0.25912	   1.02702	 -14.61396
11459.71271	   1.00000	  17.79613	   1.03620	   0.26119	   1.06862	 -14.14756
11459.96571	   1.00000	  14.06813	   1.08056	   0.25925	   1.11122	 -13.49145
11460.18171	   1.00000	  11.14480	   1.12483	   0.25638	   1.15367	 -12.83998
11460.44871	   1.00000	   8.81772	   1.17109	   0.24981	   1.19744	 -12.04152
11460.62671	   1.00000	   6.97545	   1.21830	   0.23850	   1.24142	 -11.07663
11460.84471	   1.00000	   5.51730	   1.25120	   0.22053	   1.27049	  -9.99603
11461.11471	   1.00000	   4.36941	   1.28958	   0.20420	   1.30565	  -8.99779
