time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
14361.18179	   1.00000	20004.45300	   0.30725	  -0.01731	   0.30774	   3.22479
14361.32379	   1.00000	15829.12600	   0.31235	   0.00309	   0.31236	  -0.56658
14361.46579	   1.00000	12516.70300	   0.32105	   0.01731	   0.32152	  -3.08545
14361.60779	   1.00000	9909.44240	   0.32755	   0.03067	   0.32899	  -5.34890
14361.77279	   1.00000	7835.48000	   0.33716	   0.04150	   0.33971	  -7.01702
14361.97279	   1.00000	6217.24610	   0.34838	   0.05468	   0.35265	  -8.91950
14362.21179	   1.00000	4905.29100	   0.35633	   0.06346	   0.36193	 -10.09775
14362.44979	   1.00000	3881.27370	   0.37038	   0.07359	   0.37762	 -11.23826
14362.68779	   1.00000	3070.98270	   0.38346	   0.08230	   0.39219	 -12.11361
14362.92579	   1.00000	2430.77780	   0.39659	   0.09108	   0.40691	 -12.93403
14363.16379	   1.00000	1923.15370	   0.41245	   0.09831	   0.42401	 -13.40646
14363.40179	   1.00000	1522.43580	   0.42682	   0.10880	   0.44047	 -14.30091
14363.63979	   1.00000	1203.84460	   0.44295	   0.11459	   0.45753	 -14.50363
14363.87879	   1.00000	 952.86591	   0.45932	   0.12517	   0.47607	 -15.24325
14364.11679	   1.00000	 754.27557	   0.47943	   0.13347	   0.49766	 -15.55649
14364.35479	   1.00000	 596.71857	   0.49627	   0.14344	   0.51659	 -16.12123
14364.59179	   1.00000	 471.96338	   0.51952	   0.14901	   0.54047	 -16.00427
14364.83079	   1.00000	 373.20856	   0.54139	   0.15985	   0.56450	 -16.44950
14365.06879	   1.00000	 295.47278	   0.56530	   0.17536	   0.59187	 -17.23453
14365.30779	   1.00000	 233.87738	   0.58758	   0.18714	   0.61667	 -17.66609
14365.54579	   1.00000	 185.05922	   0.61667	   0.19916	   0.64803	 -17.89819
14365.78179	   1.00000	 146.35823	   0.64345	   0.20260	   0.67459	 -17.47711
14366.01879	   1.00000	 115.77804	   0.67212	   0.21614	   0.70602	 -17.82698
14366.25279	   1.00000	  91.67210	   0.70257	   0.22995	   0.73925	 -18.12324
14366.49879	   1.00000	  72.51701	   0.74199	   0.23190	   0.77738	 -17.35623
14366.72779	   1.00000	  57.36816	   0.79462	   0.25119	   0.83338	 -17.54254
14367.18179	   1.00000	  45.36290	   0.82718	   0.24819	   0.86361	 -16.70149
14367.41479	   1.00000	  35.93134	   0.83877	   0.27826	   0.88372	 -18.35302
14367.66479	   1.00000	  28.40909	   0.87890	   0.26485	   0.91794	 -16.76949
14367.87879	   1.00000	  22.48202	   0.90270	   0.28593	   0.94690	 -17.57577
14368.14379	   1.00000	  17.79613	   0.93933	   0.33592	   0.99759	 -19.67811
14368.39679	   1.00000	  14.06813	   1.04546	   0.33932	   1.09915	 -17.98159
14368.61279	   1.00000	  11.14480	   1.00701	   0.37380	   1.07415	 -20.36507
14368.87979	   1.00000	   8.81772	   1.14404	   0.35108	   1.19669	 -17.06025
14369.05779	   1.00000	   6.97545	   1.23199	   0.47563	   1.32062	 -21.10983
14369.27579	   1.00000	   5.51730	   1.18191	   0.51915	   1.29090	 -23.71334
14369.54579	   1.00000	   4.36941	   1.22607	   0.44107	   1.30300	 -19.78562
14369.88079	   1.00000	   3.45686	   1.39783	   0.36225	   1.44400	 -14.52861
14370.29879	   1.00000	   2.73547	   1.64181	   0.40301	   1.69055	 -13.79142
14370.82379	   1.00000	   2.16054	   1.78744	   0.55830	   1.87260	 -17.34605
14371.48379	   1.00000	   1.70952	   1.76343	   0.68725	   1.89261	 -21.29193
14372.31179	   1.00000	   1.35352	   1.62655	   0.68251	   1.76394	 -22.76328
14373.35479	   1.00000	   1.07079	   1.48667	   0.50312	   1.56950	 -18.69696
14374.66879	   1.00000	   0.84734	   1.47123	   0.20380	   1.48527	  -7.88664
14376.32379	   1.00000	   0.67072	   1.60602	  -0.06375	   1.60728	   2.27306
14378.41279	   1.00000	   0.53067	   1.92262	  -0.22258	   1.93546	   6.60366
14381.04979	   1.00000	   0.41976	   2.26359	  -0.12610	   2.26710	   3.18865
14384.38079	   1.00000	   0.33183	   2.45175	   0.19485	   2.45948	  -4.54407
14388.58679	   1.00000	   0.26261	   2.36607	   0.59704	   2.44024	 -14.16193
14393.89479	   1.00000	   0.20791	   2.01632	   0.87105	   2.19642	 -23.36438
14400.59879	   1.00000	   0.16452	   1.56289	   0.86606	   1.78681	 -28.99273
14409.07579	   1.00000	   0.13007	   1.22471	   0.58257	   1.35621	 -25.43934
14419.76580	   1.00000	   0.10309	   1.16174	   0.17578	   1.17497	  -8.60418
14433.27980	   1.00000	   0.08153	   1.37442	  -0.15195	   1.38280	   6.30884
14450.37780	   1.00000	   0.06443	   1.69318	  -0.24246	   1.71045	   8.14930
14471.96380	   1.00000	   0.05102	   2.04993	  -0.13683	   2.05449	   3.81883
14499.20680	   1.00000	   0.04042	   2.26350	   0.13250	   2.26738	  -3.35004
14533.70180	   1.00000	   0.03192	   2.29064	   0.41814	   2.32849	 -10.34494
14577.24980	   1.00000	   0.02528	   2.19134	   0.58702	   2.26860	 -14.99631
