time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
7649.68732	   1.00000	20004.45300	   0.27927	  -0.01558	   0.27970	   3.19352
7649.83032	   1.00000	15829.12600	   0.28646	   0.00337	   0.28648	  -0.67404
7649.97232	   1.00000	12516.70300	   0.29326	   0.01954	   0.29391	  -3.81247
7650.11432	   1.00000	9909.44240	   0.30342	   0.03540	   0.30547	  -6.65417
7650.27832	   1.00000	7835.48000	   0.31257	   0.04832	   0.31628	  -8.78771
7650.47932	   1.00000	6217.24610	   0.32437	   0.05753	   0.32943	 -10.05800
7650.71732	   1.00000	4905.29100	   0.33475	   0.06907	   0.34180	 -11.65859
7650.95532	   1.00000	3881.27370	   0.34923	   0.07941	   0.35814	 -12.81022
7651.19332	   1.00000	3070.98270	   0.36237	   0.08831	   0.37298	 -13.69579
7651.43232	   1.00000	2430.77780	   0.37723	   0.09793	   0.38974	 -14.55322
7651.67032	   1.00000	1923.15370	   0.39151	   0.10773	   0.40606	 -15.38452
7651.90832	   1.00000	1522.43580	   0.40855	   0.11667	   0.42488	 -15.93771
7652.14632	   1.00000	1203.84460	   0.42752	   0.12632	   0.44579	 -16.46117
7652.38432	   1.00000	 952.86591	   0.44681	   0.13602	   0.46705	 -16.93162
7652.62332	   1.00000	 754.27557	   0.46801	   0.14480	   0.48990	 -17.19225
7652.86032	   1.00000	 596.71857	   0.48954	   0.15299	   0.51289	 -17.35487
7653.09832	   1.00000	 471.96338	   0.51210	   0.16349	   0.53756	 -17.70616
7653.33732	   1.00000	 373.20856	   0.53573	   0.17479	   0.56352	 -18.06957
7653.57432	   1.00000	 295.47278	   0.56211	   0.18481	   0.59171	 -18.19959
7653.81332	   1.00000	 233.87738	   0.58945	   0.19812	   0.62185	 -18.57775
7654.05232	   1.00000	 185.05922	   0.62027	   0.20947	   0.65468	 -18.66062
7654.28832	   1.00000	 146.35823	   0.65235	   0.22294	   0.68940	 -18.86796
7654.52432	   1.00000	 115.77804	   0.68823	   0.23486	   0.72720	 -18.84219
7654.75832	   1.00000	  91.67210	   0.72572	   0.24638	   0.76641	 -18.75211
7655.00432	   1.00000	  72.51701	   0.76297	   0.25969	   0.80596	 -18.79697
7655.23332	   1.00000	  57.36816	   0.80326	   0.26684	   0.84642	 -18.37610
7655.47032	   1.00000	  45.36290	   0.84479	   0.27761	   0.88923	 -18.19137
7655.70232	   1.00000	  35.93134	   0.89138	   0.28246	   0.93507	 -17.58242
7655.95232	   1.00000	  28.40909	   0.93240	   0.29465	   0.97784	 -17.53711
7656.16732	   1.00000	  22.48202	   0.97702	   0.30376	   1.02315	 -17.27084
7656.43232	   1.00000	  17.79613	   1.02093	   0.30971	   1.06687	 -16.87560
7656.68432	   1.00000	  14.06813	   1.05785	   0.32140	   1.10559	 -16.89996
7656.90032	   1.00000	  11.14480	   1.12251	   0.33634	   1.17182	 -16.67990
7657.16732	   1.00000	   8.81772	   1.15911	   0.35502	   1.21226	 -17.02908
7657.34532	   1.00000	   6.97545	   1.22460	   0.36053	   1.27657	 -16.40471
