time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
7267.58311	   1.00000	20004.45300	   0.30881	  -0.01326	   0.30909	   2.45957
7267.72611	   1.00000	15829.12600	   0.31584	   0.00527	   0.31588	  -0.95545
7267.86811	   1.00000	12516.70300	   0.32560	   0.02191	   0.32634	  -3.84924
7268.01011	   1.00000	9909.44240	   0.33572	   0.03715	   0.33777	  -6.31399
7268.17411	   1.00000	7835.48000	   0.34566	   0.04842	   0.34904	  -7.97421
7268.37511	   1.00000	6217.24610	   0.35689	   0.05952	   0.36182	  -9.46783
7268.61311	   1.00000	4905.29100	   0.36914	   0.07071	   0.37585	 -10.84378
7268.85211	   1.00000	3881.27370	   0.38082	   0.08027	   0.38919	 -11.90261
7269.09011	   1.00000	3070.98270	   0.39568	   0.08977	   0.40573	 -12.78286
7269.32811	   1.00000	2430.77780	   0.40972	   0.09842	   0.42138	 -13.50695
7269.56611	   1.00000	1923.15370	   0.42561	   0.10776	   0.43904	 -14.20778
7269.80411	   1.00000	1522.43580	   0.44379	   0.11680	   0.45890	 -14.74484
7270.04211	   1.00000	1203.84460	   0.46095	   0.12488	   0.47756	 -15.15931
7270.28111	   1.00000	 952.86591	   0.48078	   0.13382	   0.49905	 -15.55444
7270.51911	   1.00000	 754.27557	   0.49977	   0.14303	   0.51983	 -15.97080
7270.75611	   1.00000	 596.71857	   0.52257	   0.15278	   0.54444	 -16.29702
7270.99411	   1.00000	 471.96338	   0.54436	   0.16250	   0.56810	 -16.62077
7271.23311	   1.00000	 373.20856	   0.56804	   0.17264	   0.59369	 -16.90527
7271.47111	   1.00000	 295.47278	   0.59480	   0.18444	   0.62274	 -17.22818
7271.71011	   1.00000	 233.87738	   0.62164	   0.19449	   0.65136	 -17.37325
7271.94811	   1.00000	 185.05922	   0.65118	   0.20731	   0.68339	 -17.65925
7272.18411	   1.00000	 146.35823	   0.68319	   0.21926	   0.71751	 -17.79343
7272.42111	   1.00000	 115.77804	   0.71934	   0.22967	   0.75511	 -17.70729
7272.65511	   1.00000	  91.67210	   0.75346	   0.24056	   0.79093	 -17.70655
7272.90011	   1.00000	  72.51701	   0.79241	   0.25120	   0.83127	 -17.58878
7273.12911	   1.00000	  57.36816	   0.83132	   0.25905	   0.87074	 -17.30789
7273.36611	   1.00000	  45.36290	   0.87043	   0.26756	   0.91063	 -17.08699
7273.59811	   1.00000	  35.93134	   0.90967	   0.27457	   0.95020	 -16.79556
7273.84911	   1.00000	  28.40909	   0.94779	   0.28530	   0.98980	 -16.75261
7274.06311	   1.00000	  22.48202	   0.98534	   0.29499	   1.02855	 -16.66637
7274.32811	   1.00000	  17.79613	   1.02705	   0.31016	   1.07286	 -16.80413
7274.58011	   1.00000	  14.06813	   1.06693	   0.32871	   1.11642	 -17.12370
7274.79611	   1.00000	  11.14480	   1.11256	   0.35090	   1.16658	 -17.50521
7275.06411	   1.00000	   8.81772	   1.16820	   0.37798	   1.22783	 -17.92951
7275.24211	   1.00000	   6.97545	   1.23434	   0.39320	   1.29545	 -17.66953
7275.46011	   1.00000	   5.51730	   1.29560	   0.42520	   1.36359	 -18.16933
7275.72911	   1.00000	   4.36941	   1.38389	   0.43071	   1.44936	 -17.28788
7276.06411	   1.00000	   3.45686	   1.47227	   0.44989	   1.53947	 -16.99192
7276.48311	   1.00000	   2.73547	   1.55144	   0.43981	   1.61258	 -15.82714
7277.00811	   1.00000	   2.16054	   1.64450	   0.41710	   1.69657	 -14.23216
7277.66711	   1.00000	   1.70952	   1.72280	   0.39264	   1.76698	 -12.83901
7278.49611	   1.00000	   1.35352	   1.78422	   0.35523	   1.81924	 -11.26024
7279.53911	   1.00000	   1.07079	   1.83686	   0.31225	   1.86322	  -9.64767
7280.85211	   1.00000	   0.84734	   1.87929	   0.27229	   1.89892	  -8.24429
7282.50811	   1.00000	   0.67072	   1.91185	   0.23880	   1.92670	  -7.11960
7284.59711	   1.00000	   0.53067	   1.93509	   0.21023	   1.94648	  -6.20044
7287.23311	   1.00000	   0.41976	   1.95314	   0.18606	   1.96199	  -5.44163
7290.56511	   1.00000	   0.33183	   1.96790	   0.16685	   1.97496	  -4.84622
7294.77111	   1.00000	   0.26261	   1.98142	   0.15354	   1.98736	  -4.43107
7300.07911	   1.00000	   0.20791	   1.99251	   0.14669	   1.99790	  -4.21047
7306.78311	   1.00000	   0.16452	   2.00255	   0.14540	   2.00782	  -4.15290
7315.26011	   1.00000	   0.13007	   2.01255	   0.14755	   2.01795	  -4.19303
7325.95011	   1.00000	   0.10309	   2.02539	   0.15441	   2.03127	  -4.35950
7339.46412	   1.00000	   0.08153	   2.04213	   0.16803	   2.04903	  -4.70370
7356.56212	   1.00000	   0.06443	   2.06098	   0.19094	   2.06981	  -5.29301
7378.14812	   1.00000	   0.05102	   2.07768	   0.22162	   2.08946	  -6.08848
7405.39112	   1.00000	   0.04042	   2.09520	   0.25195	   2.11030	  -6.85688
7439.88612	   1.00000	   0.03192	   2.12462	   0.28226	   2.14329	  -7.56742
7483.43412	   1.00000	   0.02528	   2.16666	   0.32442	   2.19081	  -8.51567
7538.49912	   1.00000	   0.01999	   2.21456	   0.37971	   2.24688	  -9.72945
23240.66942	   2.00000	20004.45300	   0.31759	  -0.01094	   0.31778	   1.97248
23240.81142	   2.00000	15829.12600	   0.32353	   0.00718	   0.32361	  -1.27139
23240.95442	   2.00000	12516.70300	   0.33254	   0.02495	   0.33347	  -4.29012
23241.09642	   2.00000	9909.44240	   0.34308	   0.03789	   0.34516	  -6.30183
23241.26042	   2.00000	7835.48000	   0.35259	   0.05032	   0.35616	  -8.12254
23241.46142	   2.00000	6217.24610	   0.36505	   0.06185	   0.37026	  -9.61584
23241.69942	   2.00000	4905.29100	   0.37625	   0.07266	   0.38320	 -10.92952
23241.93742	   2.00000	3881.27370	   0.38869	   0.08321	   0.39750	 -12.08256
23242.17642	   2.00000	3070.98270	   0.40555	   0.09360	   0.41621	 -12.99599
23242.41442	   2.00000	2430.77780	   0.42038	   0.10121	   0.43239	 -13.53753
23242.65242	   2.00000	1923.15370	   0.43669	   0.11123	   0.45063	 -14.28973
23242.89042	   2.00000	1522.43580	   0.45263	   0.12037	   0.46836	 -14.89170
23243.12842	   2.00000	1203.84460	   0.47094	   0.12888	   0.48825	 -15.30573
23243.36742	   2.00000	 952.86591	   0.48945	   0.13680	   0.50821	 -15.61555
23243.60542	   2.00000	 754.27557	   0.51132	   0.14663	   0.53193	 -16.00110
23243.84242	   2.00000	 596.71857	   0.53384	   0.15640	   0.55628	 -16.32884
23244.08042	   2.00000	 471.96338	   0.55851	   0.16578	   0.58260	 -16.53242
23244.31942	   2.00000	 373.20856	   0.58266	   0.17651	   0.60881	 -16.85357
23244.55642	   2.00000	 295.47278	   0.60843	   0.18744	   0.63665	 -17.12203
23244.79642	   2.00000	 233.87738	   0.63700	   0.19796	   0.66705	 -17.26354
23245.03443	   2.00000	 185.05922	   0.66641	   0.20989	   0.69868	 -17.48220
23245.27043	   2.00000	 146.35823	   0.69795	   0.22071	   0.73202	 -17.54810
23245.50643	   2.00000	 115.77804	   0.73220	   0.23263	   0.76827	 -17.62585
23245.74143	   2.00000	  91.67210	   0.77025	   0.24525	   0.80835	 -17.66134
23245.98643	   2.00000	  72.51701	   0.80806	   0.25266	   0.84663	 -17.36294
23246.21543	   2.00000	  57.36816	   0.84671	   0.26058	   0.88590	 -17.10635
23246.45243	   2.00000	  45.36290	   0.88766	   0.26860	   0.92741	 -16.83575
23246.68443	   2.00000	  35.93134	   0.92529	   0.27624	   0.96564	 -16.62243
23246.93443	   2.00000	  28.40909	   0.96388	   0.28545	   1.00526	 -16.49656
23247.14943	   2.00000	  22.48202	   1.00295	   0.29694	   1.04599	 -16.49230
23247.41443	   2.00000	  17.79613	   1.04543	   0.30936	   1.09025	 -16.48452
23247.66643	   2.00000	  14.06813	   1.08850	   0.32943	   1.13726	 -16.83811
23247.88243	   2.00000	  11.14480	   1.13514	   0.34903	   1.18759	 -17.09149
23248.14943	   2.00000	   8.81772	   1.19293	   0.37016	   1.24904	 -17.23906
23248.32843	   2.00000	   6.97545	   1.25243	   0.38553	   1.31043	 -17.10962
23248.54643	   2.00000	   5.51730	   1.32762	   0.41122	   1.38985	 -17.21007
23248.81543	   2.00000	   4.36941	   1.39792	   0.40839	   1.45635	 -16.28524
23249.15043	   2.00000	   3.45686	   1.48773	   0.41375	   1.54419	 -15.54161
23249.56943	   2.00000	   2.73547	   1.56176	   0.40429	   1.61324	 -14.51362
23250.09443	   2.00000	   2.16054	   1.63747	   0.37419	   1.67968	 -12.87203
23250.75343	   2.00000	   1.70952	   1.70600	   0.34360	   1.74026	 -11.38736
23251.58243	   2.00000	   1.35352	   1.75852	   0.30895	   1.78545	  -9.96446
23252.62443	   2.00000	   1.07079	   1.80075	   0.27101	   1.82103	  -8.55859
23253.93843	   2.00000	   0.84734	   1.83376	   0.23525	   1.84879	  -7.31052
23255.59443	   2.00000	   0.67072	   1.86069	   0.20651	   1.87212	  -6.33308
23257.68343	   2.00000	   0.53067	   1.88132	   0.18306	   1.89020	  -5.55774
23260.31943	   2.00000	   0.41976	   1.89561	   0.16553	   1.90282	  -4.99067
23263.65143	   2.00000	   0.33183	   1.90649	   0.15213	   1.91255	  -4.56227
23267.85743	   2.00000	   0.26261	   1.91554	   0.14261	   1.92084	  -4.25766
23273.16543	   2.00000	   0.20791	   1.92583	   0.13720	   1.93071	  -4.07499
23279.86943	   2.00000	   0.16452	   1.93507	   0.13771	   1.93996	  -4.07067
23288.34643	   2.00000	   0.13007	   1.94530	   0.14236	   1.95050	  -4.18550
23299.03643	   2.00000	   0.10309	   1.95869	   0.15170	   1.96455	  -4.42865
23312.55043	   2.00000	   0.08153	   1.97636	   0.16724	   1.98342	  -4.83695
23329.64743	   2.00000	   0.06443	   1.99804	   0.19305	   2.00735	  -5.51885
23351.23443	   2.00000	   0.05102	   2.02032	   0.23234	   2.03363	  -6.56034
23378.47643	   2.00000	   0.04042	   2.03534	   0.27681	   2.05408	  -7.74482
23412.97243	   2.00000	   0.03192	   2.05205	   0.31722	   2.07643	  -8.78773
23456.52044	   2.00000	   0.02528	   2.08156	   0.35367	   2.11139	  -9.64283
23511.58544	   2.00000	   0.01999	   2.12787	   0.39707	   2.16460	 -10.57000
38729.18482	   3.00000	20004.45300	   0.31513	  -0.00925	   0.31527	   1.68111
38729.32782	   3.00000	15829.12600	   0.32391	   0.00766	   0.32400	  -1.35456
38729.46982	   3.00000	12516.70300	   0.33181	   0.02457	   0.33271	  -4.23504
38729.61182	   3.00000	9909.44240	   0.34270	   0.03850	   0.34486	  -6.41056
38729.77582	   3.00000	7835.48000	   0.35245	   0.05229	   0.35631	  -8.43840
38729.97682	   3.00000	6217.24610	   0.36463	   0.06215	   0.36989	  -9.67287
38730.21482	   3.00000	4905.29100	   0.37696	   0.07374	   0.38410	 -11.06781
38730.45282	   3.00000	3881.27370	   0.38955	   0.08243	   0.39818	 -11.94719
38730.69082	   3.00000	3070.98270	   0.40469	   0.09270	   0.41517	 -12.90185
38730.92882	   3.00000	2430.77780	   0.42004	   0.10127	   0.43208	 -13.55451
38731.16782	   3.00000	1923.15370	   0.43566	   0.11075	   0.44952	 -14.26348
38731.40482	   3.00000	1522.43580	   0.45314	   0.11882	   0.46846	 -14.69356
38731.64382	   3.00000	1203.84460	   0.47389	   0.12881	   0.49108	 -15.20602
38731.88182	   3.00000	 952.86591	   0.49222	   0.13912	   0.51150	 -15.78274
38732.11982	   3.00000	 754.27557	   0.51371	   0.14729	   0.53441	 -15.99847
38732.35782	   3.00000	 596.71857	   0.53517	   0.15718	   0.55778	 -16.36746
38732.59482	   3.00000	 471.96338	   0.55974	   0.16718	   0.58417	 -16.62921
38732.83382	   3.00000	 373.20856	   0.58440	   0.17618	   0.61037	 -16.77667
38733.07182	   3.00000	 295.47278	   0.61027	   0.18701	   0.63828	 -17.03726
38733.31082	   3.00000	 233.87738	   0.63829	   0.19688	   0.66796	 -17.14219
38733.54882	   3.00000	 185.05922	   0.66866	   0.20876	   0.70049	 -17.33887
38733.78482	   3.00000	 146.35823	   0.70139	   0.22128	   0.73546	 -17.50963
38734.02182	   3.00000	 115.77804	   0.73552	   0.23116	   0.77099	 -17.44678
38734.25582	   3.00000	  91.67210	   0.77204	   0.24224	   0.80915	 -17.41978
38734.50182	   3.00000	  72.51701	   0.80983	   0.25147	   0.84798	 -17.25051
38734.73082	   3.00000	  57.36816	   0.84900	   0.25852	   0.88749	 -16.93518
38734.96682	   3.00000	  45.36290	   0.88847	   0.26738	   0.92783	 -16.74897
38735.19982	   3.00000	  35.93134	   0.92939	   0.27534	   0.96932	 -16.50240
38735.44982	   3.00000	  28.40909	   0.96964	   0.28322	   1.01016	 -16.28260
38735.66382	   3.00000	  22.48202	   1.00986	   0.29572	   1.05226	 -16.32166
38735.92882	   3.00000	  17.79613	   1.04880	   0.30781	   1.09304	 -16.35632
38736.18082	   3.00000	  14.06813	   1.09369	   0.32524	   1.14102	 -16.56158
38736.39682	   3.00000	  11.14480	   1.14340	   0.34293	   1.19372	 -16.69500
38736.66482	   3.00000	   8.81772	   1.19769	   0.36163	   1.25110	 -16.80123
38736.84282	   3.00000	   6.97545	   1.25898	   0.38347	   1.31608	 -16.93995
38737.06082	   3.00000	   5.51730	   1.33690	   0.39076	   1.39283	 -16.29322
38737.32982	   3.00000	   4.36941	   1.40163	   0.40330	   1.45850	 -16.05235
38737.66582	   3.00000	   3.45686	   1.48189	   0.39028	   1.53242	 -14.75466
38738.08382	   3.00000	   2.73547	   1.56196	   0.38165	   1.60791	 -13.73074
38738.60882	   3.00000	   2.16054	   1.62734	   0.35534	   1.66569	 -12.31754
38739.26882	   3.00000	   1.70952	   1.68888	   0.31865	   1.71868	 -10.68474
38740.09682	   3.00000	   1.35352	   1.74059	   0.28515	   1.76379	  -9.30367
38741.13982	   3.00000	   1.07079	   1.77795	   0.25271	   1.79582	  -8.08952
38742.45382	   3.00000	   0.84734	   1.80661	   0.22142	   1.82013	  -6.98743
38744.10882	   3.00000	   0.67072	   1.82882	   0.19390	   1.83907	  -6.05211
38746.19782	   3.00000	   0.53067	   1.84559	   0.17021	   1.85342	  -5.26931
38748.83482	   3.00000	   0.41976	   1.85908	   0.15253	   1.86533	  -4.69034
38752.16582	   3.00000	   0.33183	   1.87062	   0.14007	   1.87586	  -4.28215
38756.37182	   3.00000	   0.26261	   1.88111	   0.13199	   1.88574	  -4.01357
38761.67982	   3.00000	   0.20791	   1.89143	   0.12839	   1.89579	  -3.88325
38768.38482	   3.00000	   0.16452	   1.90387	   0.13126	   1.90839	  -3.94402
38776.86082	   3.00000	   0.13007	   1.91631	   0.14212	   1.92157	  -4.24153
38787.55082	   3.00000	   0.10309	   1.92617	   0.15963	   1.93278	  -4.73744
38801.06482	   3.00000	   0.08153	   1.93303	   0.17896	   1.94130	  -5.28937
38818.16282	   3.00000	   0.06443	   1.94258	   0.20141	   1.95299	  -5.91938
38839.74882	   3.00000	   0.05102	   1.96083	   0.22207	   1.97336	  -6.46130
38866.99182	   3.00000	   0.04042	   1.98605	   0.25235	   2.00202	  -7.24137
38901.48683	   3.00000	   0.03192	   2.01627	   0.28912	   2.03689	  -8.16034
38945.03383	   3.00000	   0.02528	   2.05845	   0.32708	   2.08427	  -9.02849
39000.09883	   3.00000	   0.01999	   2.12143	   0.37276	   2.15393	  -9.96589
53920.94989	   4.00000	20004.45300	   0.31741	  -0.01147	   0.31761	   2.06923
53921.09289	   4.00000	15829.12600	   0.32605	   0.00823	   0.32615	  -1.44603
53921.23489	   4.00000	12516.70300	   0.33469	   0.02498	   0.33562	  -4.26856
53921.37689	   4.00000	9909.44240	   0.34317	   0.03931	   0.34541	  -6.53473
53921.54089	   4.00000	7835.48000	   0.35658	   0.05220	   0.36038	  -8.32861
53921.74189	   4.00000	6217.24610	   0.36773	   0.06331	   0.37314	  -9.76927
53921.97989	   4.00000	4905.29100	   0.37866	   0.07462	   0.38594	 -11.14800
53922.21889	   4.00000	3881.27370	   0.39023	   0.08484	   0.39935	 -12.26617
53922.45689	   4.00000	3070.98270	   0.40737	   0.09436	   0.41816	 -13.04093
53922.69489	   4.00000	2430.77780	   0.42055	   0.10351	   0.43310	 -13.82795
53922.93289	   4.00000	1923.15370	   0.43669	   0.11140	   0.45068	 -14.31112
53923.17089	   4.00000	1522.43580	   0.45554	   0.12108	   0.47135	 -14.88543
53923.40889	   4.00000	1203.84460	   0.47441	   0.12883	   0.49159	 -15.19257
53923.64789	   4.00000	 952.86591	   0.49362	   0.13902	   0.51283	 -15.72929
53923.88589	   4.00000	 754.27557	   0.51457	   0.14787	   0.53540	 -16.03320
53924.12289	   4.00000	 596.71857	   0.53899	   0.15724	   0.56146	 -16.26398
53924.36089	   4.00000	 471.96338	   0.56198	   0.16725	   0.58634	 -16.57362
53924.59989	   4.00000	 373.20856	   0.58780	   0.17732	   0.61397	 -16.78635
53924.83789	   4.00000	 295.47278	   0.61281	   0.18940	   0.64141	 -17.17456
53925.07689	   4.00000	 233.87738	   0.64293	   0.19807	   0.67275	 -17.12282
53925.31489	   4.00000	 185.05922	   0.67129	   0.21070	   0.70358	 -17.42544
53925.55089	   4.00000	 146.35823	   0.70597	   0.22177	   0.73999	 -17.43902
53925.78789	   4.00000	 115.77804	   0.73883	   0.23107	   0.77412	 -17.36727
53926.02189	   4.00000	  91.67210	   0.77467	   0.24379	   0.81213	 -17.46892
53926.26689	   4.00000	  72.51701	   0.81495	   0.25194	   0.85301	 -17.17849
53926.49589	   4.00000	  57.36816	   0.85244	   0.26043	   0.89133	 -16.98851
53926.73289	   4.00000	  45.36290	   0.89212	   0.26790	   0.93148	 -16.71497
53926.96489	   4.00000	  35.93134	   0.93149	   0.27556	   0.97139	 -16.47968
53927.21489	   4.00000	  28.40909	   0.97127	   0.28454	   1.01209	 -16.32830
53927.42989	   4.00000	  22.48202	   1.01180	   0.29626	   1.05428	 -16.32007
53927.69489	   4.00000	  17.79613	   1.05352	   0.30825	   1.09769	 -16.30888
53927.94689	   4.00000	  14.06813	   1.09776	   0.32644	   1.14527	 -16.56069
53928.16289	   4.00000	  11.14480	   1.14856	   0.34568	   1.19945	 -16.74999
53928.42989	   4.00000	   8.81772	   1.20545	   0.36300	   1.25892	 -16.75878
53928.60789	   4.00000	   6.97545	   1.26268	   0.37514	   1.31723	 -16.54667
53928.82689	   4.00000	   5.51730	   1.33941	   0.39314	   1.39592	 -16.35770
53929.09589	   4.00000	   4.36941	   1.40551	   0.38963	   1.45852	 -15.49427
53929.43089	   4.00000	   3.45686	   1.49391	   0.38590	   1.54295	 -14.48374
53929.84989	   4.00000	   2.73547	   1.56045	   0.37498	   1.60487	 -13.51204
53930.37489	   4.00000	   2.16054	   1.62706	   0.34368	   1.66296	 -11.92699
53931.03389	   4.00000	   1.70952	   1.68665	   0.31070	   1.71503	 -10.43737
53931.86189	   4.00000	   1.35352	   1.73332	   0.27821	   1.75550	  -9.11853
53932.90489	   4.00000	   1.07079	   1.76857	   0.24317	   1.78521	  -7.82873
53934.21889	   4.00000	   0.84734	   1.79740	   0.21112	   1.80975	  -6.69924
53935.87489	   4.00000	   0.67072	   1.81951	   0.18510	   1.82890	  -5.80891
53937.96290	   4.00000	   0.53067	   1.83727	   0.16447	   1.84462	  -5.11549
53940.59990	   4.00000	   0.41976	   1.85086	   0.14985	   1.85691	  -4.62864
53943.93190	   4.00000	   0.33183	   1.86046	   0.13868	   1.86562	  -4.26290
53948.13690	   4.00000	   0.26261	   1.86887	   0.13194	   1.87352	  -4.03834
53953.44490	   4.00000	   0.20791	   1.87739	   0.12848	   1.88178	  -3.91506
53960.14990	   4.00000	   0.16452	   1.88658	   0.13058	   1.89109	  -3.95946
53968.62590	   4.00000	   0.13007	   1.89641	   0.13732	   1.90138	  -4.14164
53979.31690	   4.00000	   0.10309	   1.90802	   0.14723	   1.91369	  -4.41243
53992.83090	   4.00000	   0.08153	   1.92442	   0.16275	   1.93129	  -4.83411
54009.92790	   4.00000	   0.06443	   1.94537	   0.18760	   1.95439	  -5.50825
54031.51490	   4.00000	   0.05102	   1.96970	   0.22363	   1.98236	  -6.47744
54058.75690	   4.00000	   0.04042	   1.98759	   0.26749	   2.00551	  -7.66493
54093.25290	   4.00000	   0.03192	   2.00598	   0.30782	   2.02946	  -8.72406
54136.79991	   4.00000	   0.02528	   2.03782	   0.34439	   2.06671	  -9.59228
54191.86591	   4.00000	   0.01999	   2.08646	   0.38748	   2.12213	 -10.52062
68932.98762	   5.00000	20004.45300	   0.31932	  -0.01063	   0.31949	   1.90676
68933.13062	   5.00000	15829.12600	   0.32765	   0.00862	   0.32777	  -1.50640
68933.27262	   5.00000	12516.70300	   0.33671	   0.02575	   0.33770	  -4.37285
68933.41462	   5.00000	9909.44240	   0.34582	   0.04032	   0.34817	  -6.65040
68933.57862	   5.00000	7835.48000	   0.35629	   0.05236	   0.36012	  -8.36006
68933.77962	   5.00000	6217.24610	   0.36771	   0.06242	   0.37297	  -9.63391
68934.01762	   5.00000	4905.29100	   0.38097	   0.07397	   0.38808	 -10.98786
68934.25662	   5.00000	3881.27370	   0.39529	   0.08420	   0.40416	 -12.02486
68934.49462	   5.00000	3070.98270	   0.40866	   0.09316	   0.41914	 -12.84243
68934.73262	   5.00000	2430.77780	   0.42339	   0.10261	   0.43565	 -13.62304
68934.97062	   5.00000	1923.15370	   0.43926	   0.11224	   0.45338	 -14.33333
68935.20862	   5.00000	1522.43580	   0.45748	   0.12075	   0.47314	 -14.78571
68935.44662	   5.00000	1203.84460	   0.47650	   0.13002	   0.49392	 -15.26176
68935.68562	   5.00000	 952.86591	   0.49418	   0.13848	   0.51322	 -15.65388
68935.92362	   5.00000	 754.27557	   0.51649	   0.14771	   0.53719	 -15.96014
68936.16062	   5.00000	 596.71857	   0.53859	   0.15754	   0.56116	 -16.30488
68936.39862	   5.00000	 471.96338	   0.56216	   0.16799	   0.58672	 -16.63744
68936.63762	   5.00000	 373.20856	   0.58658	   0.17838	   0.61310	 -16.91421
68936.87562	   5.00000	 295.47278	   0.61380	   0.18789	   0.64191	 -17.01955
68937.11462	   5.00000	 233.87738	   0.64269	   0.19826	   0.67257	 -17.14420
68937.35262	   5.00000	 185.05922	   0.67171	   0.21130	   0.70416	 -17.46190
68937.58862	   5.00000	 146.35823	   0.70612	   0.22130	   0.73999	 -17.40108
68937.82562	   5.00000	 115.77804	   0.73937	   0.23169	   0.77482	 -17.39875
68938.05962	   5.00000	  91.67210	   0.77515	   0.24130	   0.81184	 -17.29070
68938.30462	   5.00000	  72.51701	   0.81346	   0.25099	   0.85130	 -17.14726
68938.53363	   5.00000	  57.36816	   0.85280	   0.26095	   0.89184	 -17.01391
68938.77063	   5.00000	  45.36290	   0.89391	   0.26790	   0.93319	 -16.68322
68939.00263	   5.00000	  35.93134	   0.93187	   0.27691	   0.97214	 -16.54955
68939.25363	   5.00000	  28.40909	   0.97212	   0.28533	   1.01313	 -16.35743
68939.46763	   5.00000	  22.48202	   1.01215	   0.29632	   1.05463	 -16.31827
68939.73263	   5.00000	  17.79613	   1.05384	   0.30799	   1.09793	 -16.29144
68939.98463	   5.00000	  14.06813	   1.09922	   0.32379	   1.14592	 -16.41318
68940.20063	   5.00000	  11.14480	   1.15103	   0.34203	   1.20077	 -16.54942
68940.46863	   5.00000	   8.81772	   1.20447	   0.35920	   1.25689	 -16.60603
68940.64663	   5.00000	   6.97545	   1.26671	   0.38071	   1.32268	 -16.72814
68940.86463	   5.00000	   5.51730	   1.34231	   0.38323	   1.39594	 -15.93394
68941.13363	   5.00000	   4.36941	   1.40781	   0.39305	   1.46165	 -15.59924
68941.46863	   5.00000	   3.45686	   1.48635	   0.37868	   1.53383	 -14.29334
68941.88763	   5.00000	   2.73547	   1.56396	   0.36768	   1.60660	 -13.22986
68942.41263	   5.00000	   2.16054	   1.62600	   0.34159	   1.66149	 -11.86420
68943.07163	   5.00000	   1.70952	   1.68197	   0.30611	   1.70960	 -10.31468
68943.90063	   5.00000	   1.35352	   1.72891	   0.27187	   1.75016	  -8.93660
68944.94363	   5.00000	   1.07079	   1.76407	   0.23940	   1.78024	  -7.72831
68946.25663	   5.00000	   0.84734	   1.79163	   0.20840	   1.80371	  -6.63473
68947.91263	   5.00000	   0.67072	   1.81231	   0.18230	   1.82146	  -5.74398
68950.00163	   5.00000	   0.53067	   1.82973	   0.16052	   1.83675	  -5.01363
