time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
11665.66431	   1.00000	20004.45300	   0.38645	  -0.03421	   0.38796	   5.05810
11665.80631	   1.00000	15829.12600	   0.39104	  -0.01443	   0.39131	   2.11342
11665.94831	   1.00000	12516.70300	   0.39671	  -0.00038	   0.39671	   0.05451
11666.09031	   1.00000	9909.44240	   0.40420	   0.01366	   0.40443	  -1.93500
11666.25531	   1.00000	7835.48000	   0.41033	   0.02620	   0.41117	  -3.65340
11666.45531	   1.00000	6217.24610	   0.41846	   0.03382	   0.41982	  -4.62054
11666.69431	   1.00000	4905.29100	   0.42749	   0.04361	   0.42971	  -5.82427
11666.93231	   1.00000	3881.27370	   0.43694	   0.05069	   0.43987	  -6.61719
11667.17031	   1.00000	3070.98270	   0.44695	   0.05900	   0.45082	  -7.51968
11667.40831	   1.00000	2430.77780	   0.45696	   0.06600	   0.46170	  -8.21866
11667.64631	   1.00000	1923.15370	   0.46650	   0.07302	   0.47218	  -8.89638
11667.88431	   1.00000	1522.43580	   0.47869	   0.08158	   0.48559	  -9.67200
11668.12231	   1.00000	1203.84460	   0.49390	   0.08722	   0.50154	 -10.01530
11668.36131	   1.00000	 952.86591	   0.50734	   0.09431	   0.51603	 -10.53056
11668.59931	   1.00000	 754.27557	   0.52109	   0.10110	   0.53080	 -10.97966
11668.83731	   1.00000	 596.71857	   0.53681	   0.10708	   0.54739	 -11.28126
11669.07431	   1.00000	 471.96338	   0.55299	   0.11257	   0.56433	 -11.50652
11669.31331	   1.00000	 373.20856	   0.57239	   0.12076	   0.58499	 -11.91294
11669.55131	   1.00000	 295.47278	   0.59098	   0.12615	   0.60429	 -12.04994
11669.79031	   1.00000	 233.87738	   0.60977	   0.13124	   0.62374	 -12.14654
11670.02831	   1.00000	 185.05922	   0.63065	   0.13820	   0.64562	 -12.36034
11670.26431	   1.00000	 146.35823	   0.65308	   0.14393	   0.66876	 -12.42826
11670.50131	   1.00000	 115.77804	   0.67551	   0.14952	   0.69186	 -12.48071
11670.73531	   1.00000	  91.67210	   0.69849	   0.15492	   0.71546	 -12.50578
11670.98131	   1.00000	  72.51701	   0.72459	   0.16001	   0.74205	 -12.45250
11671.21031	   1.00000	  57.36816	   0.75287	   0.16374	   0.77047	 -12.26992
11671.44631	   1.00000	  45.36290	   0.77960	   0.16942	   0.79779	 -12.26088
11671.67931	   1.00000	  35.93134	   0.80800	   0.17027	   0.82574	 -11.89996
11671.92931	   1.00000	  28.40909	   0.84011	   0.16707	   0.85656	 -11.24772
11672.14331	   1.00000	  22.48202	   0.87075	   0.16128	   0.88556	 -10.49362
11672.40831	   1.00000	  17.79613	   0.89765	   0.15281	   0.91057	  -9.66076
11672.66131	   1.00000	  14.06813	   0.92562	   0.14350	   0.93668	  -8.81233
11672.87731	   1.00000	  11.14480	   0.94681	   0.12990	   0.95568	  -7.81230
11673.14431	   1.00000	   8.81772	   0.96707	   0.11629	   0.97404	  -6.85664
11673.32231	   1.00000	   6.97545	   0.98112	   0.10441	   0.98666	  -6.07447
11673.54031	   1.00000	   5.51730	   0.99108	   0.09296	   0.99543	  -5.35833
11673.81031	   1.00000	   4.36941	   1.00397	   0.08072	   1.00721	  -4.59658
11674.14531	   1.00000	   3.45686	   1.01443	   0.07168	   1.01696	  -4.04199
11674.56331	   1.00000	   2.73547	   1.02303	   0.06943	   1.02538	  -3.88238
11675.08931	   1.00000	   2.16054	   1.02648	   0.06704	   1.02867	  -3.73680
11675.74831	   1.00000	   1.70952	   1.02954	   0.06250	   1.03143	  -3.47391
11676.57631	   1.00000	   1.35352	   1.03199	   0.05711	   1.03357	  -3.16739
11677.61931	   1.00000	   1.07079	   1.03733	   0.05205	   1.03864	  -2.87261
11678.93331	   1.00000	   0.84734	   1.04636	   0.04756	   1.04744	  -2.60234
11680.58931	   1.00000	   0.67072	   1.05807	   0.04734	   1.05913	  -2.56183
11682.67831	   1.00000	   0.53067	   1.07114	   0.05330	   1.07247	  -2.84866
11685.31431	   1.00000	   0.41976	   1.08112	   0.06692	   1.08319	  -3.54186
11688.64631	   1.00000	   0.33183	   1.08254	   0.08426	   1.08582	  -4.45064
11692.85131	   1.00000	   0.26261	   1.07734	   0.09702	   1.08170	  -5.14572
11698.16031	   1.00000	   0.20791	   1.07114	   0.10267	   1.07605	  -5.47504
11704.86431	   1.00000	   0.16452	   1.06941	   0.10146	   1.07421	  -5.41973
11713.34131	   1.00000	   0.13007	   1.07839	   0.09824	   1.08285	  -5.20524
11724.03131	   1.00000	   0.10309	   1.09929	   0.09961	   1.10380	  -5.17747
11737.54531	   1.00000	   0.08153	   1.12810	   0.11094	   1.13355	  -5.61653
11754.64231	   1.00000	   0.06443	   1.16021	   0.13792	   1.16838	  -6.77945
11776.22931	   1.00000	   0.05102	   1.19411	   0.18213	   1.20792	  -8.67206
11803.47231	   1.00000	   0.04042	   1.21406	   0.24070	   1.23769	 -11.21405
11837.96732	   1.00000	   0.03192	   1.21772	   0.29813	   1.25368	 -13.75716
11881.51532	   1.00000	   0.02528	   1.21504	   0.34036	   1.26181	 -15.64880
11936.58032	   1.00000	   0.01999	   1.22646	   0.36470	   1.27953	 -16.56049
27702.63642	   2.00000	20004.45300	   0.38956	  -0.03380	   0.39102	   4.95883
27702.77842	   2.00000	15829.12600	   0.39488	  -0.01587	   0.39519	   2.30149
27702.92042	   2.00000	12516.70300	   0.40122	  -0.00013	   0.40122	   0.01795
27703.06242	   2.00000	9909.44240	   0.40788	   0.01421	   0.40812	  -1.99483
27703.22742	   2.00000	7835.48000	   0.41471	   0.02523	   0.41548	  -3.48112
27703.42742	   2.00000	6217.24610	   0.42145	   0.03388	   0.42281	  -4.59640
27703.66642	   2.00000	4905.29100	   0.43072	   0.04436	   0.43300	  -5.88024
27703.90442	   2.00000	3881.27370	   0.44016	   0.05388	   0.44345	  -6.97848
27704.14242	   2.00000	3070.98270	   0.45026	   0.05914	   0.45413	  -7.48213
27704.38042	   2.00000	2430.77780	   0.46043	   0.06759	   0.46536	  -8.35110
27704.61842	   2.00000	1923.15370	   0.47223	   0.07405	   0.47800	  -8.91214
27704.85642	   2.00000	1522.43580	   0.48535	   0.08228	   0.49228	  -9.62156
27705.09442	   2.00000	1203.84460	   0.49785	   0.08814	   0.50559	 -10.03971
27705.33342	   2.00000	 952.86591	   0.51167	   0.09513	   0.52044	 -10.53201
27705.57142	   2.00000	 754.27557	   0.52662	   0.10230	   0.53646	 -10.99277
27705.80942	   2.00000	 596.71857	   0.54099	   0.10794	   0.55166	 -11.28377
27706.04642	   2.00000	 471.96338	   0.55947	   0.11447	   0.57106	 -11.56318
27706.28542	   2.00000	 373.20856	   0.57683	   0.12080	   0.58934	 -11.82817
27706.52342	   2.00000	 295.47278	   0.59549	   0.12667	   0.60881	 -12.00857
27706.76242	   2.00000	 233.87738	   0.61516	   0.13262	   0.62929	 -12.16583
27707.00042	   2.00000	 185.05922	   0.63572	   0.13942	   0.65083	 -12.36963
27707.23642	   2.00000	 146.35823	   0.65866	   0.14520	   0.67448	 -12.43208
27707.47342	   2.00000	 115.77804	   0.68088	   0.15041	   0.69730	 -12.45642
27707.70742	   2.00000	  91.67210	   0.70431	   0.15452	   0.72106	 -12.37425
27707.95342	   2.00000	  72.51701	   0.72989	   0.16058	   0.74734	 -12.40772
27708.18242	   2.00000	  57.36816	   0.75663	   0.16702	   0.77484	 -12.44799
27708.41842	   2.00000	  45.36290	   0.78563	   0.17045	   0.80391	 -12.24122
27708.65142	   2.00000	  35.93134	   0.81653	   0.17103	   0.83425	 -11.83044
27708.90142	   2.00000	  28.40909	   0.84923	   0.17031	   0.86614	 -11.34004
27709.11542	   2.00000	  22.48202	   0.87825	   0.16478	   0.89357	 -10.62623
27709.38042	   2.00000	  17.79613	   0.90799	   0.15523	   0.92116	  -9.70134
27709.63342	   2.00000	  14.06813	   0.93316	   0.14397	   0.94420	  -8.77048
27709.84942	   2.00000	  11.14480	   0.95558	   0.13125	   0.96455	  -7.82064
27710.11642	   2.00000	   8.81772	   0.97583	   0.11877	   0.98303	  -6.93961
27710.29442	   2.00000	   6.97545	   0.98922	   0.10728	   0.99502	  -6.18974
27710.51242	   2.00000	   5.51730	   1.00260	   0.09245	   1.00685	  -5.26839
27710.78142	   2.00000	   4.36941	   1.01406	   0.08107	   1.01730	  -4.57060
27711.11742	   2.00000	   3.45686	   1.02488	   0.07678	   1.02776	  -4.28443
27711.53542	   2.00000	   2.73547	   1.03090	   0.07141	   1.03337	  -3.96272
27712.06042	   2.00000	   2.16054	   1.03398	   0.06634	   1.03611	  -3.67096
27712.72042	   2.00000	   1.70952	   1.03816	   0.06031	   1.03991	  -3.32452
27713.54842	   2.00000	   1.35352	   1.04345	   0.05456	   1.04487	  -2.99297
27714.59142	   2.00000	   1.07079	   1.05223	   0.04964	   1.05340	  -2.70093
27715.90542	   2.00000	   0.84734	   1.06348	   0.04913	   1.06461	  -2.64511
27717.56042	   2.00000	   0.67072	   1.07483	   0.05389	   1.07618	  -2.87037
27719.64942	   2.00000	   0.53067	   1.08267	   0.06502	   1.08462	  -3.43679
27722.28642	   2.00000	   0.41976	   1.08393	   0.07841	   1.08676	  -4.13760
27725.61742	   2.00000	   0.33183	   1.07901	   0.08784	   1.08258	  -4.65416
27729.82342	   2.00000	   0.26261	   1.07430	   0.09073	   1.07812	  -4.82748
27735.13142	   2.00000	   0.20791	   1.07514	   0.08772	   1.07871	  -4.66442
27741.83642	   2.00000	   0.16452	   1.08493	   0.08408	   1.08818	  -4.43168
27750.31242	   2.00000	   0.13007	   1.10576	   0.08558	   1.10907	  -4.42575
27761.00242	   2.00000	   0.10309	   1.13362	   0.09754	   1.13781	  -4.91758
27774.51643	   2.00000	   0.08153	   1.16387	   0.12441	   1.17050	  -6.10123
27791.61443	   2.00000	   0.06443	   1.18834	   0.16522	   1.19977	  -7.91555
27813.20143	   2.00000	   0.05102	   1.20092	   0.21769	   1.22049	 -10.27423
27840.44343	   2.00000	   0.04042	   1.19767	   0.26523	   1.22669	 -12.48714
27874.93943	   2.00000	   0.03192	   1.19339	   0.29714	   1.22983	 -13.98149
27918.48643	   2.00000	   0.02528	   1.20403	   0.31654	   1.24494	 -14.72965
27973.55243	   2.00000	   0.01999	   1.23553	   0.33648	   1.28053	 -15.23411
43551.56847	   3.00000	20004.45300	   0.38982	  -0.03316	   0.39123	   4.86160
43551.71047	   3.00000	15829.12600	   0.39524	  -0.01513	   0.39553	   2.19203
43551.85247	   3.00000	12516.70300	   0.40132	   0.00117	   0.40132	  -0.16699
43551.99447	   3.00000	9909.44240	   0.40967	   0.01384	   0.40990	  -1.93505
43552.15947	   3.00000	7835.48000	   0.41614	   0.02578	   0.41694	  -3.54485
43552.35947	   3.00000	6217.24610	   0.42414	   0.03617	   0.42568	  -4.87394
43552.59847	   3.00000	4905.29100	   0.43379	   0.04450	   0.43607	  -5.85755
43552.83647	   3.00000	3881.27370	   0.44331	   0.05288	   0.44645	  -6.80262
43553.07447	   3.00000	3070.98270	   0.45234	   0.05965	   0.45626	  -7.51242
43553.31247	   3.00000	2430.77780	   0.46247	   0.06881	   0.46756	  -8.46302
43553.55047	   3.00000	1923.15370	   0.47414	   0.07529	   0.48008	  -9.02287
43553.78847	   3.00000	1522.43580	   0.48737	   0.08153	   0.49414	  -9.49717
43554.02647	   3.00000	1203.84460	   0.49908	   0.08857	   0.50688	 -10.06334
43554.26547	   3.00000	 952.86591	   0.51315	   0.09522	   0.52191	 -10.51226
43554.50347	   3.00000	 754.27557	   0.52750	   0.10196	   0.53726	 -10.94002
