time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
7520.78391	   1.00000	20004.45300	   0.40128	  -0.02956	   0.40237	   4.21264
7520.92691	   1.00000	15829.12600	   0.40688	  -0.01046	   0.40701	   1.47198
7521.06891	   1.00000	12516.70300	   0.41389	   0.00415	   0.41391	  -0.57420
7521.21091	   1.00000	9909.44240	   0.42152	   0.01708	   0.42187	  -2.31990
7521.37491	   1.00000	7835.48000	   0.42905	   0.02692	   0.42990	  -3.59049
7521.57591	   1.00000	6217.24610	   0.43713	   0.03822	   0.43879	  -4.99660
7521.81391	   1.00000	4905.29100	   0.44521	   0.04634	   0.44761	  -5.94272
7522.05291	   1.00000	3881.27370	   0.45474	   0.05517	   0.45808	  -6.91755
7522.29091	   1.00000	3070.98270	   0.46409	   0.06073	   0.46805	  -7.45536
7522.52891	   1.00000	2430.77780	   0.47501	   0.06985	   0.48012	  -8.36593
7522.76691	   1.00000	1923.15370	   0.48606	   0.07579	   0.49193	  -8.86274
7523.00491	   1.00000	1522.43580	   0.49649	   0.08363	   0.50348	  -9.56169
7523.24291	   1.00000	1203.84460	   0.51111	   0.09046	   0.51905	 -10.03673
7523.48191	   1.00000	 952.86591	   0.52632	   0.09743	   0.53526	 -10.48791
7523.71991	   1.00000	 754.27557	   0.53933	   0.10342	   0.54915	 -10.85550
7523.95691	   1.00000	 596.71857	   0.55746	   0.11195	   0.56859	 -11.35557
7524.19491	   1.00000	 471.96338	   0.57236	   0.11787	   0.58437	 -11.63632
7524.43391	   1.00000	 373.20856	   0.59134	   0.12500	   0.60440	 -11.93588
7524.67191	   1.00000	 295.47278	   0.60918	   0.13132	   0.62318	 -12.16538
7524.91091	   1.00000	 233.87738	   0.63093	   0.14076	   0.64644	 -12.57646
7525.14891	   1.00000	 185.05922	   0.65029	   0.14773	   0.66686	 -12.79908
7525.38491	   1.00000	 146.35823	   0.67590	   0.15387	   0.69319	 -12.82512
7525.62191	   1.00000	 115.77804	   0.69864	   0.16146	   0.71705	 -13.01265
7525.85591	   1.00000	  91.67210	   0.72353	   0.16821	   0.74282	 -13.08824
7526.10091	   1.00000	  72.51701	   0.74722	   0.17488	   0.76742	 -13.17249
7526.32991	   1.00000	  57.36816	   0.77304	   0.18217	   0.79422	 -13.26025
7526.56691	   1.00000	  45.36290	   0.79911	   0.18894	   0.82114	 -13.30263
7526.79891	   1.00000	  35.93134	   0.82734	   0.19820	   0.85075	 -13.47179
7527.04991	   1.00000	  28.40909	   0.85575	   0.20998	   0.88113	 -13.78641
7527.26391	   1.00000	  22.48202	   0.88723	   0.22236	   0.91467	 -14.06992
7527.52891	   1.00000	  17.79613	   0.92296	   0.23405	   0.95217	 -14.22969
7527.78091	   1.00000	  14.06813	   0.96422	   0.24726	   0.99542	 -14.38264
7527.99691	   1.00000	  11.14480	   1.01137	   0.25405	   1.04279	 -14.10065
7528.26491	   1.00000	   8.81772	   1.05973	   0.25677	   1.09039	 -13.62031
7528.44291	   1.00000	   6.97545	   1.10842	   0.25245	   1.13681	 -12.83046
7528.66091	   1.00000	   5.51730	   1.15873	   0.23951	   1.18322	 -11.67858
7528.92991	   1.00000	   4.36941	   1.19753	   0.22418	   1.21833	 -10.60320
7529.26491	   1.00000	   3.45686	   1.23630	   0.19931	   1.25227	  -9.15830
7529.68391	   1.00000	   2.73547	   1.26771	   0.17951	   1.28036	  -8.05972
7530.20891	   1.00000	   2.16054	   1.28978	   0.15829	   1.29946	  -6.99680
7530.86791	   1.00000	   1.70952	   1.30868	   0.13689	   1.31582	  -5.97135
7531.69691	   1.00000	   1.35352	   1.32340	   0.12009	   1.32884	  -5.18482
7532.73991	   1.00000	   1.07079	   1.33478	   0.10613	   1.33899	  -4.54624
7534.05391	   1.00000	   0.84734	   1.34312	   0.09495	   1.34647	  -4.04385
7535.70891	   1.00000	   0.67072	   1.35144	   0.08670	   1.35422	  -3.67075
7537.79791	   1.00000	   0.53067	   1.35827	   0.08056	   1.36066	  -3.39415
7540.43491	   1.00000	   0.41976	   1.36509	   0.07840	   1.36734	  -3.28710
7543.76591	   1.00000	   0.33183	   1.37083	   0.07908	   1.37311	  -3.30174
7547.97191	   1.00000	   0.26261	   1.37575	   0.08227	   1.37820	  -3.42237
7553.27991	   1.00000	   0.20791	   1.38160	   0.08636	   1.38429	  -3.57675
7559.98491	   1.00000	   0.16452	   1.38933	   0.09306	   1.39245	  -3.83193
7568.46091	   1.00000	   0.13007	   1.39846	   0.10400	   1.40232	  -4.25302
7579.15091	   1.00000	   0.10309	   1.40736	   0.11908	   1.41239	  -4.83635
7592.66491	   1.00000	   0.08153	   1.41726	   0.13643	   1.42381	  -5.49843
7609.76291	   1.00000	   0.06443	   1.43098	   0.15756	   1.43963	  -6.28315
7631.34991	   1.00000	   0.05102	   1.45383	   0.18056	   1.46500	  -7.07957
7658.59192	   1.00000	   0.04042	   1.47690	   0.21724	   1.49279	  -8.36788
7693.08792	   1.00000	   0.03192	   1.50222	   0.25818	   1.52425	  -9.75192
7736.63492	   1.00000	   0.02528	   1.52895	   0.29453	   1.55706	 -10.90350
7791.69992	   1.00000	   0.01999	   1.56999	   0.32651	   1.60358	 -11.74831
23670.69942	   2.00000	20004.45300	   0.40692	  -0.02814	   0.40790	   3.95623
23670.84242	   2.00000	15829.12600	   0.41281	  -0.01026	   0.41293	   1.42327
23670.98442	   2.00000	12516.70300	   0.41998	   0.00478	   0.42001	  -0.65269
23671.12642	   2.00000	9909.44240	   0.42671	   0.01844	   0.42711	  -2.47443
23671.29042	   2.00000	7835.48000	   0.43524	   0.02844	   0.43617	  -3.73847
23671.49142	   2.00000	6217.24610	   0.44266	   0.03851	   0.44434	  -4.97195
23671.72942	   2.00000	4905.29100	   0.45219	   0.04732	   0.45466	  -5.97365
23671.96842	   2.00000	3881.27370	   0.46063	   0.05388	   0.46377	  -6.67129
