time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
12798.32616	   1.00000	20004.45300	   0.27315	  -0.02417	   0.27421	   5.05586
12798.46916	   1.00000	15829.12600	   0.28005	  -0.00205	   0.28006	   0.41851
12798.61116	   1.00000	12516.70300	   0.28916	   0.01587	   0.28959	  -3.14092
12798.75316	   1.00000	9909.44240	   0.29896	   0.03140	   0.30061	  -5.99651
12798.91716	   1.00000	7835.48000	   0.31009	   0.04675	   0.31360	  -8.57386
12799.11816	   1.00000	6217.24610	   0.31906	   0.05994	   0.32464	 -10.63989
12799.35616	   1.00000	4905.29100	   0.33337	   0.07115	   0.34088	 -12.04697
12799.59416	   1.00000	3881.27370	   0.34554	   0.08355	   0.35549	 -13.59313
12799.83116	   1.00000	3070.98270	   0.36048	   0.09416	   0.37257	 -14.63933
12800.06916	   1.00000	2430.77780	   0.37582	   0.10375	   0.38988	 -15.43237
12800.30716	   1.00000	1923.15370	   0.39335	   0.11475	   0.40974	 -16.26329
12800.54516	   1.00000	1522.43580	   0.40844	   0.12392	   0.42682	 -16.87727
12800.78316	   1.00000	1203.84460	   0.43020	   0.13419	   0.45065	 -17.32442
12801.02216	   1.00000	 952.86591	   0.45173	   0.14326	   0.47390	 -17.59627
12801.26016	   1.00000	 754.27557	   0.47290	   0.15334	   0.49713	 -17.96526
12801.49716	   1.00000	 596.71857	   0.49777	   0.16321	   0.52385	 -18.15369
12801.73416	   1.00000	 471.96338	   0.52125	   0.17274	   0.54913	 -18.33546
12801.97416	   1.00000	 373.20856	   0.54914	   0.18351	   0.57899	 -18.47828
12802.21116	   1.00000	 295.47278	   0.57433	   0.19380	   0.60615	 -18.64667
12802.45016	   1.00000	 233.87738	   0.60439	   0.20395	   0.63787	 -18.64660
12802.68816	   1.00000	 185.05922	   0.63654	   0.21536	   0.67199	 -18.69210
12802.92516	   1.00000	 146.35823	   0.66941	   0.22508	   0.70624	 -18.58470
12803.16116	   1.00000	 115.77804	   0.70579	   0.23740	   0.74465	 -18.59111
12803.39516	   1.00000	  91.67210	   0.74482	   0.24544	   0.78422	 -18.23885
12803.64116	   1.00000	  72.51701	   0.78408	   0.25304	   0.82390	 -17.88578
12803.87016	   1.00000	  57.36816	   0.82755	   0.26057	   0.86761	 -17.47777
12804.10716	   1.00000	  45.36290	   0.87096	   0.26726	   0.91105	 -17.05920
12804.33916	   1.00000	  35.93134	   0.91218	   0.26845	   0.95087	 -16.39914
12804.58916	   1.00000	  28.40909	   0.95987	   0.27194	   0.99765	 -15.81779
12804.80416	   1.00000	  22.48202	   1.00701	   0.27090	   1.04281	 -15.05676
12805.06916	   1.00000	  17.79613	   1.05174	   0.26626	   1.08492	 -14.20664
12805.32116	   1.00000	  14.06813	   1.09944	   0.26000	   1.12977	 -13.30481
12805.53716	   1.00000	  11.14480	   1.14468	   0.24849	   1.17134	 -12.24781
12805.80416	   1.00000	   8.81772	   1.18634	   0.23342	   1.20908	 -11.13111
12805.98216	   1.00000	   6.97545	   1.22370	   0.21774	   1.24292	 -10.08950
12806.20016	   1.00000	   5.51730	   1.25889	   0.19587	   1.27404	  -8.84355
12806.47016	   1.00000	   4.36941	   1.28592	   0.17684	   1.29803	  -7.83017
12806.80516	   1.00000	   3.45686	   1.30754	   0.15579	   1.31679	  -6.79479
12807.22416	   1.00000	   2.73547	   1.32693	   0.13855	   1.33414	  -5.96092
12807.74916	   1.00000	   2.16054	   1.34171	   0.12226	   1.34727	  -5.20657
12808.40816	   1.00000	   1.70952	   1.35332	   0.10928	   1.35772	  -4.61679
12809.23716	   1.00000	   1.35352	   1.36473	   0.09842	   1.36827	  -4.12491
12810.27916	   1.00000	   1.07079	   1.37386	   0.09166	   1.37692	  -3.81675
12811.59316	   1.00000	   0.84734	   1.38201	   0.08718	   1.38476	  -3.60949
12813.24916	   1.00000	   0.67072	   1.38927	   0.08326	   1.39177	  -3.42979
12815.33816	   1.00000	   0.53067	   1.39712	   0.08138	   1.39949	  -3.33354
12817.97516	   1.00000	   0.41976	   1.40560	   0.08233	   1.40801	  -3.35224
12821.30616	   1.00000	   0.33183	   1.41350	   0.08637	   1.41614	  -3.49667
12825.51216	   1.00000	   0.26261	   1.42035	   0.09111	   1.42327	  -3.67031
12830.82016	   1.00000	   0.20791	   1.42856	   0.09671	   1.43183	  -3.87284
12837.52416	   1.00000	   0.16452	   1.43862	   0.10482	   1.44244	  -4.16723
12846.00117	   1.00000	   0.13007	   1.44953	   0.11670	   1.45422	  -4.60286
12856.69117	   1.00000	   0.10309	   1.46046	   0.13183	   1.46640	  -5.15806
12870.20517	   1.00000	   0.08153	   1.47192	   0.14918	   1.47946	  -5.78729
12887.30317	   1.00000	   0.06443	   1.48755	   0.16948	   1.49717	  -6.49994
12908.88917	   1.00000	   0.05102	   1.50891	   0.19432	   1.52137	  -7.33827
12936.13217	   1.00000	   0.04042	   1.53335	   0.23012	   1.55052	  -8.53504
12970.62717	   1.00000	   0.03192	   1.55535	   0.27316	   1.57915	  -9.96102
13014.17517	   1.00000	   0.02528	   1.57783	   0.31468	   1.60891	 -11.27894
13069.24018	   1.00000	   0.01999	   1.61227	   0.35528	   1.65095	 -12.42704
28978.17807	   2.00000	20004.45300	   0.27629	  -0.02377	   0.27731	   4.91632
28978.32107	   2.00000	15829.12600	   0.28387	  -0.00208	   0.28388	   0.41939
28978.46307	   2.00000	12516.70300	   0.29284	   0.01808	   0.29340	  -3.53245
28978.60507	   2.00000	9909.44240	   0.30291	   0.03351	   0.30476	  -6.31317
28978.76907	   2.00000	7835.48000	   0.31388	   0.04893	   0.31767	  -8.86084
28978.97007	   2.00000	6217.24610	   0.32336	   0.05886	   0.32867	 -10.31692
28979.20807	   2.00000	4905.29100	   0.33632	   0.07234	   0.34401	 -12.13840
28979.44707	   2.00000	3881.27370	   0.34955	   0.08440	   0.35959	 -13.57462
28979.68507	   2.00000	3070.98270	   0.36379	   0.09633	   0.37633	 -14.83178
28979.92307	   2.00000	2430.77780	   0.37987	   0.10414	   0.39388	 -15.33160
28980.16107	   2.00000	1923.15370	   0.39822	   0.11412	   0.41425	 -15.99038
28980.39907	   2.00000	1522.43580	   0.41501	   0.12536	   0.43353	 -16.80737
28980.63707	   2.00000	1203.84460	   0.43550	   0.13518	   0.45600	 -17.24513
28980.87607	   2.00000	 952.86591	   0.45653	   0.14578	   0.47924	 -17.70972
28981.11407	   2.00000	 754.27557	   0.47915	   0.15471	   0.50350	 -17.89437
28981.35107	   2.00000	 596.71857	   0.50295	   0.16427	   0.52909	 -18.08737
28981.58907	   2.00000	 471.96338	   0.52724	   0.17547	   0.55568	 -18.40795
28981.82807	   2.00000	 373.20856	   0.55506	   0.18574	   0.58531	 -18.50172
28982.06507	   2.00000	 295.47278	   0.58260	   0.19648	   0.61483	 -18.63653
28982.30407	   2.00000	 233.87738	   0.61205	   0.20564	   0.64567	 -18.57195
28982.54207	   2.00000	 185.05922	   0.64386	   0.21679	   0.67938	 -18.60833
28982.77907	   2.00000	 146.35823	   0.67835	   0.22783	   0.71559	 -18.56519
28983.01507	   2.00000	 115.77804	   0.71336	   0.23801	   0.75202	 -18.45108
28983.24907	   2.00000	  91.67210	   0.75297	   0.24817	   0.79281	 -18.24140
28983.49507	   2.00000	  72.51701	   0.79381	   0.25789	   0.83465	 -17.99783
28983.72407	   2.00000	  57.36816	   0.83446	   0.26393	   0.87520	 -17.55131
28983.96107	   2.00000	  45.36290	   0.87974	   0.26807	   0.91968	 -16.94657
28984.19307	   2.00000	  35.93134	   0.92419	   0.27245	   0.96351	 -16.42520
28984.44307	   2.00000	  28.40909	   0.96906	   0.27337	   1.00688	 -15.75355
28984.65807	   2.00000	  22.48202	   1.01632	   0.27261	   1.05225	 -15.01487
28984.92307	   2.00000	  17.79613	   1.06303	   0.27068	   1.09695	 -14.28563
28985.17507	   2.00000	  14.06813	   1.11078	   0.26259	   1.14140	 -13.30045
28985.39107	   2.00000	  11.14480	   1.15591	   0.25208	   1.18308	 -12.30242
28985.65807	   2.00000	   8.81772	   1.19721	   0.23726	   1.22049	 -11.20974
28985.83607	   2.00000	   6.97545	   1.23866	   0.22135	   1.25829	 -10.13178
28986.05507	   2.00000	   5.51730	   1.27152	   0.19849	   1.28691	  -8.87242
28986.32407	   2.00000	   4.36941	   1.30090	   0.18020	   1.31333	  -7.88658
28986.65907	   2.00000	   3.45686	   1.32156	   0.15939	   1.33113	  -6.87716
28987.07807	   2.00000	   2.73547	   1.34236	   0.13953	   1.34959	  -5.93425
28987.60307	   2.00000	   2.16054	   1.35863	   0.12496	   1.36437	  -5.25518
28988.26207	   2.00000	   1.70952	   1.37093	   0.11167	   1.37547	  -4.65680
28989.09007	   2.00000	   1.35352	   1.38090	   0.10132	   1.38461	  -4.19659
28990.13307	   2.00000	   1.07079	   1.39068	   0.09272	   1.39377	  -3.81453
28991.44707	   2.00000	   0.84734	   1.39912	   0.08759	   1.40186	  -3.58223
28993.10308	   2.00000	   0.67072	   1.40721	   0.08493	   1.40977	  -3.45365
28995.19208	   2.00000	   0.53067	   1.41321	   0.08339	   1.41567	  -3.37678
28997.82908	   2.00000	   0.41976	   1.42124	   0.08319	   1.42367	  -3.34981
29001.16008	   2.00000	   0.33183	   1.43019	   0.08572	   1.43276	  -3.42983
29005.36608	   2.00000	   0.26261	   1.43814	   0.09137	   1.44104	  -3.63531
29010.67408	   2.00000	   0.20791	   1.44623	   0.09795	   1.44954	  -3.87454
29017.37808	   2.00000	   0.16452	   1.45503	   0.10618	   1.45890	  -4.17378
29025.85508	   2.00000	   0.13007	   1.46659	   0.11683	   1.47124	  -4.55465
29036.54508	   2.00000	   0.10309	   1.47990	   0.13249	   1.48582	  -5.11585
29050.05908	   2.00000	   0.08153	   1.49337	   0.15389	   1.50127	  -5.88368
29067.15708	   2.00000	   0.06443	   1.50611	   0.17862	   1.51666	  -6.76358
29088.74308	   2.00000	   0.05102	   1.51863	   0.20208	   1.53202	  -7.57977
29115.98608	   2.00000	   0.04042	   1.54019	   0.22869	   1.55708	  -8.44580
29150.48108	   2.00000	   0.03192	   1.56964	   0.26520	   1.59188	  -9.59003
29194.02908	   2.00000	   0.02528	   1.59966	   0.30981	   1.62938	 -10.96088
29249.09409	   2.00000	   0.01999	   1.63244	   0.35557	   1.67071	 -12.28782
44904.13293	   3.00000	20004.45300	   0.27867	  -0.02374	   0.27968	   4.86988
