time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
12890.20238	   1.00000	20004.45300	   0.34899	  -0.02959	   0.35024	   4.84672
12890.34438	   1.00000	15829.12600	   0.35395	  -0.01233	   0.35416	   1.99507
12890.48638	   1.00000	12516.70300	   0.35997	   0.00280	   0.35998	  -0.44561
12890.62938	   1.00000	9909.44240	   0.36555	   0.01569	   0.36588	  -2.45814
12890.79338	   1.00000	7835.48000	   0.37216	   0.02627	   0.37308	  -4.03842
12890.99438	   1.00000	6217.24610	   0.37968	   0.03371	   0.38118	  -5.07341
12891.23238	   1.00000	4905.29100	   0.39000	   0.04398	   0.39247	  -6.43389
12891.47038	   1.00000	3881.27370	   0.39589	   0.05094	   0.39916	  -7.33165
12891.70838	   1.00000	3070.98270	   0.40658	   0.05886	   0.41082	  -8.23765
12891.94738	   1.00000	2430.77780	   0.41580	   0.06295	   0.42053	  -8.60874
12892.18538	   1.00000	1923.15370	   0.42648	   0.07022	   0.43222	  -9.34970
12892.42338	   1.00000	1522.43580	   0.43818	   0.07639	   0.44479	  -9.88907
12892.66138	   1.00000	1203.84460	   0.45108	   0.08228	   0.45852	 -10.33791
12892.89938	   1.00000	 952.86591	   0.46467	   0.08869	   0.47306	 -10.80573
12893.13838	   1.00000	 754.27557	   0.47668	   0.09392	   0.48584	 -11.14565
12893.37538	   1.00000	 596.71857	   0.49155	   0.09937	   0.50149	 -11.42923
12893.61338	   1.00000	 471.96338	   0.50685	   0.10423	   0.51745	 -11.62077
12893.85238	   1.00000	 373.20856	   0.52371	   0.11041	   0.53522	 -11.90502
12894.08938	   1.00000	 295.47278	   0.54320	   0.11574	   0.55539	 -12.02867
12894.32938	   1.00000	 233.87738	   0.56062	   0.11951	   0.57322	 -12.03375
12894.56738	   1.00000	 185.05922	   0.57866	   0.12641	   0.59231	 -12.32250
12894.80338	   1.00000	 146.35823	   0.59965	   0.13174	   0.61395	 -12.39088
12895.03938	   1.00000	 115.77804	   0.62153	   0.13659	   0.63636	 -12.39422
12895.27438	   1.00000	  91.67210	   0.63902	   0.14172	   0.65454	 -12.50452
12895.51938	   1.00000	  72.51701	   0.66425	   0.14847	   0.68064	 -12.59942
12895.74838	   1.00000	  57.36816	   0.68287	   0.15494	   0.70022	 -12.78352
12895.98538	   1.00000	  45.36290	   0.70725	   0.16148	   0.72545	 -12.86098
12896.21738	   1.00000	  35.93134	   0.74331	   0.15887	   0.76010	 -12.06443
12896.46738	   1.00000	  28.40909	   0.77194	   0.16813	   0.79003	 -12.28738
12896.68238	   1.00000	  22.48202	   0.80425	   0.16227	   0.82046	 -11.40739
12896.94738	   1.00000	  17.79613	   0.83440	   0.14871	   0.84755	 -10.10565
12897.19938	   1.00000	  14.06813	   0.84317	   0.14780	   0.85603	  -9.94226
12897.41538	   1.00000	  11.14480	   0.89453	   0.12918	   0.90381	  -8.21742
12897.68238	   1.00000	   8.81772	   0.89018	   0.13694	   0.90065	  -8.74576
12897.86138	   1.00000	   6.97545	   0.89996	   0.09573	   0.90504	  -6.07205
12898.07938	   1.00000	   5.51730	   0.94867	   0.07007	   0.95126	  -4.22415
12898.34838	   1.00000	   4.36941	   0.97900	   0.09549	   0.98365	  -5.57074
12898.68338	   1.00000	   3.45686	   0.95826	   0.12029	   0.96578	  -7.15506
12899.10238	   1.00000	   2.73547	   0.91638	   0.10315	   0.92216	  -6.42214
12899.62738	   1.00000	   2.16054	   0.89981	   0.04524	   0.90095	  -2.87800
12900.28638	   1.00000	   1.70952	   0.93426	  -0.02117	   0.93450	   1.29838
12901.11538	   1.00000	   1.35352	   1.01520	  -0.04903	   1.01638	   2.76498
12902.15838	   1.00000	   1.07079	   1.10212	  -0.01091	   1.10218	   0.56736
12903.47238	   1.00000	   0.84734	   1.14579	   0.08833	   1.14919	  -4.40806
12905.12738	   1.00000	   0.67072	   1.11747	   0.19474	   1.13431	  -9.88554
12907.21638	   1.00000	   0.53067	   0.99837	   0.27349	   1.03515	 -15.31963
12909.85338	   1.00000	   0.41976	   0.83698	   0.24691	   0.87264	 -16.43592
12913.18438	   1.00000	   0.33183	   0.72063	   0.09867	   0.72735	  -7.79627
12917.39038	   1.00000	   0.26261	   0.73147	  -0.11963	   0.74119	   9.28836
