time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
7378.52591	   1.00000	20004.45300	   0.28080	  -0.01569	   0.28124	   3.19757
7378.66891	   1.00000	15829.12600	   0.28677	   0.00253	   0.28678	  -0.50586
7378.81091	   1.00000	12516.70300	   0.29463	   0.02030	   0.29533	  -3.94058
7378.95291	   1.00000	9909.44240	   0.30458	   0.03435	   0.30652	  -6.43524
7379.11691	   1.00000	7835.48000	   0.31450	   0.04843	   0.31820	  -8.75354
7379.31791	   1.00000	6217.24610	   0.32475	   0.05927	   0.33012	 -10.34346
7379.55591	   1.00000	4905.29100	   0.33710	   0.06918	   0.34413	 -11.59755
7379.79491	   1.00000	3881.27370	   0.34838	   0.07913	   0.35726	 -12.79710
7380.03191	   1.00000	3070.98270	   0.36129	   0.08871	   0.37202	 -13.79478
7380.27091	   1.00000	2430.77780	   0.37616	   0.09751	   0.38859	 -14.53197
7380.50891	   1.00000	1923.15370	   0.39179	   0.10614	   0.40592	 -15.15881
7380.74691	   1.00000	1522.43580	   0.40883	   0.11373	   0.42436	 -15.54535
7380.98491	   1.00000	1203.84460	   0.42871	   0.12533	   0.44666	 -16.29603
7381.22291	   1.00000	 952.86591	   0.44628	   0.13376	   0.46590	 -16.68511
7381.46191	   1.00000	 754.27557	   0.46756	   0.14417	   0.48929	 -17.13687
7381.69891	   1.00000	 596.71857	   0.48837	   0.15317	   0.51183	 -17.41373
7381.93591	   1.00000	 471.96338	   0.51141	   0.16407	   0.53709	 -17.78702
7382.17491	   1.00000	 373.20856	   0.53411	   0.17389	   0.56171	 -18.03315
7382.41291	   1.00000	 295.47278	   0.56191	   0.18517	   0.59164	 -18.23919
7382.65191	   1.00000	 233.87738	   0.58853	   0.19748	   0.62078	 -18.54858
7382.88991	   1.00000	 185.05922	   0.61734	   0.21078	   0.65233	 -18.85139
7383.12591	   1.00000	 146.35823	   0.65083	   0.22293	   0.68795	 -18.90817
