time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
7631.34212	   1.00000	20004.45300	   0.36139	  -0.02069	   0.36199	   3.27609
7631.48512	   1.00000	15829.12600	   0.36810	  -0.00417	   0.36812	   0.64982
7631.62712	   1.00000	12516.70300	   0.37636	   0.00898	   0.37647	  -1.36747
7631.76912	   1.00000	9909.44240	   0.38263	   0.01936	   0.38312	  -2.89652
7631.93312	   1.00000	7835.48000	   0.38838	   0.02849	   0.38943	  -4.19477
7632.13412	   1.00000	6217.24610	   0.39949	   0.03821	   0.40132	  -5.46356
7632.37212	   1.00000	4905.29100	   0.40875	   0.04573	   0.41130	  -6.38290
7632.61112	   1.00000	3881.27370	   0.41566	   0.05190	   0.41888	  -7.11676
7632.84912	   1.00000	3070.98270	   0.42465	   0.06095	   0.42901	  -8.16820
7633.08712	   1.00000	2430.77780	   0.43501	   0.06648	   0.44007	  -8.68926
7633.32512	   1.00000	1923.15370	   0.44772	   0.07262	   0.45357	  -9.21296
7633.56312	   1.00000	1522.43580	   0.45789	   0.07815	   0.46451	  -9.68594
7633.80112	   1.00000	1203.84460	   0.47151	   0.08502	   0.47911	 -10.22108
7634.04012	   1.00000	 952.86591	   0.48395	   0.09106	   0.49245	 -10.65663
7634.27812	   1.00000	 754.27557	   0.49938	   0.09669	   0.50865	 -10.95773
7634.51512	   1.00000	 596.71857	   0.51513	   0.10337	   0.52540	 -11.34682
7634.75312	   1.00000	 471.96338	   0.53006	   0.10951	   0.54126	 -11.67300
7634.99212	   1.00000	 373.20856	   0.54620	   0.11687	   0.55857	 -12.07766
7635.23012	   1.00000	 295.47278	   0.56589	   0.12254	   0.57900	 -12.21836
7635.46912	   1.00000	 233.87738	   0.58418	   0.12816	   0.59808	 -12.37408
7635.70712	   1.00000	 185.05922	   0.60274	   0.13540	   0.61776	 -12.66086
7635.94312	   1.00000	 146.35823	   0.62491	   0.14039	   0.64049	 -12.66186
7636.18012	   1.00000	 115.77804	   0.64531	   0.14627	   0.66168	 -12.77158
7636.41412	   1.00000	  91.67210	   0.66686	   0.15321	   0.68424	 -12.93887
7636.65912	   1.00000	  72.51701	   0.68852	   0.15657	   0.70610	 -12.81132
7636.88812	   1.00000	  57.36816	   0.71461	   0.16514	   0.73345	 -13.01195
7637.12512	   1.00000	  45.36290	   0.73887	   0.17348	   0.75897	 -13.21335
7637.35712	   1.00000	  35.93134	   0.75713	   0.18265	   0.77885	 -13.56286
7637.60812	   1.00000	  28.40909	   0.78500	   0.18978	   0.80761	 -13.59076
7637.82212	   1.00000	  22.48202	   0.81255	   0.20131	   0.83712	 -13.91470
7638.08712	   1.00000	  17.79613	   0.84412	   0.22082	   0.87252	 -14.65999
7638.33912	   1.00000	  14.06813	   0.89299	   0.23208	   0.92265	 -14.56827
7638.55512	   1.00000	  11.14480	   0.92449	   0.23692	   0.95437	 -14.37362
7638.82312	   1.00000	   8.81772	   0.98292	   0.23661	   1.01100	 -13.53478
7639.00112	   1.00000	   6.97545	   1.02850	   0.24679	   1.05769	 -13.49330
7639.21912	   1.00000	   5.51730	   1.05988	   0.23154	   1.08488	 -12.32324
7639.48812	   1.00000	   4.36941	   1.09843	   0.20211	   1.11687	 -10.42583
7639.82312	   1.00000	   3.45686	   1.15081	   0.17280	   1.16371	  -8.53927
7640.24212	   1.00000	   2.73547	   1.19623	   0.16582	   1.20766	  -7.89181
7640.76712	   1.00000	   2.16054	   1.21792	   0.16781	   1.22943	  -7.84518
7641.42612	   1.00000	   1.70952	   1.21240	   0.16185	   1.22315	  -7.60391
7642.25512	   1.00000	   1.35352	   1.19794	   0.13912	   1.20599	  -6.62427
7643.29812	   1.00000	   1.07079	   1.18931	   0.09664	   1.19323	  -4.64542
7644.61212	   1.00000	   0.84734	   1.20314	   0.04739	   1.20407	  -2.25574
7646.26712	   1.00000	   0.67072	   1.23692	   0.01200	   1.23698	  -0.55586
7648.35612	   1.00000	   0.53067	   1.29126	   0.00393	   1.29127	  -0.17445
7650.99312	   1.00000	   0.41976	   1.33888	   0.03608	   1.33936	  -1.54351
7654.32412	   1.00000	   0.33183	   1.35365	   0.09802	   1.35719	  -4.14153
7658.53012	   1.00000	   0.26261	   1.31989	   0.16126	   1.32971	  -6.96588
7663.83813	   1.00000	   0.20791	   1.24889	   0.19333	   1.26376	  -8.79955
7670.54313	   1.00000	   0.16452	   1.16473	   0.17431	   1.17770	  -8.51149
7679.01913	   1.00000	   0.13007	   1.10648	   0.10161	   1.11114	  -5.24660
7689.71013	   1.00000	   0.10309	   1.10702	  -0.00365	   1.10703	   0.18898
7703.22313	   1.00000	   0.08153	   1.19055	  -0.10320	   1.19502	   4.95400
7720.32113	   1.00000	   0.06443	   1.33294	  -0.14292	   1.34058	   6.11975
7741.90813	   1.00000	   0.05102	   1.54556	  -0.07329	   1.54730	   2.71499
7769.15013	   1.00000	   0.04042	   1.71492	   0.15137	   1.72159	  -5.04422
7803.64513	   1.00000	   0.03192	   1.73043	   0.48165	   1.79621	 -15.55412
7847.19313	   1.00000	   0.02528	   1.53278	   0.77883	   1.71930	 -26.93595
7902.25814	   1.00000	   0.01999	   1.17560	   0.91081	   1.48715	 -37.76731
23681.35804	   2.00000	20004.45300	   0.37636	  -0.01912	   0.37685	   2.90754
23681.50104	   2.00000	15829.12600	   0.38397	  -0.00274	   0.38398	   0.40835
23681.64304	   2.00000	12516.70300	   0.39149	   0.01012	   0.39162	  -1.48131
23681.78504	   2.00000	9909.44240	   0.39839	   0.02117	   0.39895	  -3.04136
23681.94904	   2.00000	7835.48000	   0.40576	   0.03014	   0.40688	  -4.24790
23682.15004	   2.00000	6217.24610	   0.41540	   0.04092	   0.41741	  -5.62558
23682.38804	   2.00000	4905.29100	   0.42578	   0.04776	   0.42845	  -6.39978
23682.62704	   2.00000	3881.27370	   0.43350	   0.05389	   0.43684	  -7.08664
23682.86504	   2.00000	3070.98270	   0.44206	   0.06138	   0.44630	  -7.90481
23683.10304	   2.00000	2430.77780	   0.45398	   0.06622	   0.45878	  -8.29936
