time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
12836.72676	   1.00000	20004.45300	   0.38470	  -0.03513	   0.38630	   5.21784
12836.86976	   1.00000	15829.12600	   0.39156	  -0.01700	   0.39193	   2.48562
12837.01176	   1.00000	12516.70300	   0.39684	   0.00009	   0.39684	  -0.01302
12837.15376	   1.00000	9909.44240	   0.40341	   0.01405	   0.40365	  -1.99482
12837.31776	   1.00000	7835.48000	   0.40963	   0.02612	   0.41046	  -3.64787
12837.51876	   1.00000	6217.24610	   0.41925	   0.03503	   0.42071	  -4.77579
12837.75676	   1.00000	4905.29100	   0.42764	   0.04477	   0.42998	  -5.97622
12837.99576	   1.00000	3881.27370	   0.43530	   0.05055	   0.43823	  -6.62338
12838.23376	   1.00000	3070.98270	   0.44525	   0.05974	   0.44924	  -7.64139
12838.47176	   1.00000	2430.77780	   0.45744	   0.06608	   0.46219	  -8.22011
12838.70976	   1.00000	1923.15370	   0.46670	   0.07337	   0.47243	  -8.93386
12838.94776	   1.00000	1522.43580	   0.48040	   0.08116	   0.48720	  -9.58970
12839.18576	   1.00000	1203.84460	   0.49228	   0.08955	   0.50035	 -10.30995
12839.42476	   1.00000	 952.86591	   0.50688	   0.09477	   0.51567	 -10.59023
12839.66276	   1.00000	 754.27557	   0.52266	   0.10115	   0.53236	 -10.95308
12839.89976	   1.00000	 596.71857	   0.53725	   0.10537	   0.54748	 -11.09650
12840.13776	   1.00000	 471.96338	   0.55511	   0.11623	   0.56715	 -11.82626
12840.37676	   1.00000	 373.20856	   0.57423	   0.12077	   0.58680	 -11.87688
12840.61376	   1.00000	 295.47278	   0.59175	   0.12648	   0.60512	 -12.06447
12840.85376	   1.00000	 233.87738	   0.61094	   0.13371	   0.62540	 -12.34510
12841.09176	   1.00000	 185.05922	   0.63160	   0.13902	   0.64672	 -12.41305
12841.32776	   1.00000	 146.35823	   0.65332	   0.14582	   0.66939	 -12.58215
12841.56376	   1.00000	 115.77804	   0.67640	   0.15104	   0.69306	 -12.58725
12841.79876	   1.00000	  91.67210	   0.69883	   0.15489	   0.71579	 -12.49684
12842.04376	   1.00000	  72.51701	   0.72724	   0.16106	   0.74486	 -12.48771
12842.27276	   1.00000	  57.36816	   0.75353	   0.16641	   0.77169	 -12.45348
12842.50976	   1.00000	  45.36290	   0.78260	   0.16872	   0.80058	 -12.16584
12842.74176	   1.00000	  35.93134	   0.81236	   0.17167	   0.83030	 -11.93244
