time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
12624.03117	   1.00000	20004.45300	   0.30065	  -0.01226	   0.30090	   2.33531
12624.17417	   1.00000	15829.12600	   0.30717	   0.00785	   0.30727	  -1.46359
12624.31617	   1.00000	12516.70300	   0.31678	   0.02464	   0.31774	  -4.44748
12624.45817	   1.00000	9909.44240	   0.32634	   0.03953	   0.32873	  -6.90600
12624.62217	   1.00000	7835.48000	   0.33815	   0.05204	   0.34213	  -8.74935
12624.82317	   1.00000	6217.24610	   0.34954	   0.06511	   0.35555	 -10.55165
12625.06117	   1.00000	4905.29100	   0.36314	   0.07492	   0.37078	 -11.65791
12625.30017	   1.00000	3881.27370	   0.37550	   0.08588	   0.38519	 -12.88304
12625.53817	   1.00000	3070.98270	   0.39295	   0.09573	   0.40444	 -13.69149
12625.77617	   1.00000	2430.77780	   0.40650	   0.10420	   0.41964	 -14.37719
12626.01417	   1.00000	1923.15370	   0.42239	   0.11315	   0.43728	 -14.99692
12626.25217	   1.00000	1522.43580	   0.44004	   0.12250	   0.45677	 -15.55689
12626.49017	   1.00000	1203.84460	   0.45907	   0.13227	   0.47775	 -16.07294
12626.72917	   1.00000	 952.86591	   0.48096	   0.13980	   0.50087	 -16.20750
12626.96717	   1.00000	 754.27557	   0.50115	   0.14969	   0.52303	 -16.63019
12627.20417	   1.00000	 596.71857	   0.52386	   0.15871	   0.54737	 -16.85501
12627.44117	   1.00000	 471.96338	   0.54940	   0.16765	   0.57441	 -16.96982
12627.68117	   1.00000	 373.20856	   0.57675	   0.17813	   0.60363	 -17.16336
12627.91817	   1.00000	 295.47278	   0.60197	   0.18647	   0.63019	 -17.21091
12628.15717	   1.00000	 233.87738	   0.62987	   0.19582	   0.65961	 -17.27004
12628.39617	   1.00000	 185.05922	   0.66085	   0.20477	   0.69184	 -17.21573
12628.63217	   1.00000	 146.35823	   0.69269	   0.21584	   0.72554	 -17.30712
12628.86817	   1.00000	 115.77804	   0.72598	   0.22444	   0.75988	 -17.17907
12629.10217	   1.00000	  91.67210	   0.76267	   0.23276	   0.79739	 -16.97180
12629.34817	   1.00000	  72.51701	   0.79960	   0.23986	   0.83481	 -16.69800
12629.57717	   1.00000	  57.36816	   0.83783	   0.24747	   0.87361	 -16.45583
12629.81417	   1.00000	  45.36290	   0.87757	   0.25151	   0.91290	 -15.99232
12630.04617	   1.00000	  35.93134	   0.91629	   0.25516	   0.95116	 -15.56092
12630.29617	   1.00000	  28.40909	   0.95719	   0.26066	   0.99204	 -15.23315
12630.51117	   1.00000	  22.48202	   0.99962	   0.26181	   1.03334	 -14.67672
12630.77617	   1.00000	  17.79613	   1.04150	   0.26372	   1.07437	 -14.20914
12631.02817	   1.00000	  14.06813	   1.08542	   0.26563	   1.11745	 -13.75168
12631.24417	   1.00000	  11.14480	   1.13319	   0.26074	   1.16280	 -12.95807
12631.51117	   1.00000	   8.81772	   1.17728	   0.25339	   1.20424	 -12.14653
12631.68917	   1.00000	   6.97545	   1.21959	   0.24329	   1.24362	 -11.28135
12631.90817	   1.00000	   5.51730	   1.26507	   0.22356	   1.28467	 -10.02192
12632.17717	   1.00000	   4.36941	   1.29895	   0.20846	   1.31557	  -9.11714
12632.51217	   1.00000	   3.45686	   1.33075	   0.18681	   1.34379	  -7.99117
12632.93117	   1.00000	   2.73547	   1.35705	   0.16899	   1.36753	  -7.09845
12633.45617	   1.00000	   2.16054	   1.37743	   0.14992	   1.38556	  -6.21182
12634.11517	   1.00000	   1.70952	   1.39425	   0.13214	   1.40050	  -5.41404
12634.94317	   1.00000	   1.35352	   1.40882	   0.11795	   1.41375	  -4.78579
12635.98617	   1.00000	   1.07079	   1.41995	   0.10710	   1.42399	  -4.31356
12637.30017	   1.00000	   0.84734	   1.42976	   0.09970	   1.43323	  -3.98880
12638.95617	   1.00000	   0.67072	   1.43832	   0.09389	   1.44139	  -3.73490
12641.04517	   1.00000	   0.53067	   1.44687	   0.08942	   1.44964	  -3.53658
12643.68117	   1.00000	   0.41976	   1.45560	   0.08874	   1.45831	  -3.48870
12647.01317	   1.00000	   0.33183	   1.46315	   0.09163	   1.46602	  -3.58366
12651.21917	   1.00000	   0.26261	   1.46995	   0.09534	   1.47303	  -3.71085
12656.52717	   1.00000	   0.20791	   1.47780	   0.10032	   1.48120	  -3.88373
12663.23117	   1.00000	   0.16452	   1.48792	   0.10814	   1.49184	  -4.15683
12671.70717	   1.00000	   0.13007	   1.49844	   0.12036	   1.50326	  -4.59230
12682.39817	   1.00000	   0.10309	   1.50882	   0.13587	   1.51492	  -5.14563
12695.91117	   1.00000	   0.08153	   1.51991	   0.15397	   1.52768	  -5.78446
12713.00917	   1.00000	   0.06443	   1.53500	   0.17637	   1.54510	  -6.55467
12734.59617	   1.00000	   0.05102	   1.55702	   0.20248	   1.57013	  -7.40917
12761.83817	   1.00000	   0.04042	   1.58194	   0.24127	   1.60023	  -8.67153
12796.33417	   1.00000	   0.03192	   1.60458	   0.28804	   1.63023	 -10.17683
12839.88118	   1.00000	   0.02528	   1.62815	   0.33312	   1.66187	 -11.56301
12894.94618	   1.00000	   0.01999	   1.66521	   0.37771	   1.70751	 -12.77999
28396.83388	   2.00000	20004.45300	   0.30273	  -0.01148	   0.30295	   2.17253
28396.97688	   2.00000	15829.12600	   0.31146	   0.00717	   0.31154	  -1.31920
28397.11888	   2.00000	12516.70300	   0.32014	   0.02693	   0.32127	  -4.80847
28397.26088	   2.00000	9909.44240	   0.33152	   0.03974	   0.33390	  -6.83465
28397.42488	   2.00000	7835.48000	   0.34141	   0.05499	   0.34581	  -9.15041
28397.62588	   2.00000	6217.24610	   0.35313	   0.06460	   0.35899	 -10.36657
28397.86388	   2.00000	4905.29100	   0.36574	   0.07608	   0.37357	 -11.75015
28398.10288	   2.00000	3881.27370	   0.37895	   0.08639	   0.38868	 -12.84205
28398.34088	   2.00000	3070.98270	   0.39520	   0.09638	   0.40678	 -13.70491
28398.57888	   2.00000	2430.77780	   0.41037	   0.10658	   0.42399	 -14.55928
28398.81688	   2.00000	1923.15370	   0.42690	   0.11363	   0.44177	 -14.90514
28399.05488	   2.00000	1522.43580	   0.44480	   0.12298	   0.46148	 -15.45507
