time/s	           cycle number	freq/Hz	           Re(Z)/Ohm	  -Im(Z)/Ohm	   |Z|/Ohm	   Phase(Z)/deg
7683.62112	   1.00000	20004.45300	   0.28573	  -0.02383	   0.28672	   4.76746
7683.76412	   1.00000	15829.12600	   0.29405	  -0.00241	   0.29406	   0.47026
7683.90612	   1.00000	12516.70300	   0.30188	   0.01596	   0.30230	  -3.02686
7684.04812	   1.00000	9909.44240	   0.31228	   0.03049	   0.31377	  -5.57653
7684.21212	   1.00000	7835.48000	   0.32285	   0.04454	   0.32590	  -7.85571
7684.41312	   1.00000	6217.24610	   0.33090	   0.05689	   0.33576	  -9.75472
7684.65112	   1.00000	4905.29100	   0.34333	   0.06906	   0.35021	 -11.37305
7684.89012	   1.00000	3881.27370	   0.35711	   0.07945	   0.36584	 -12.54287
7685.12812	   1.00000	3070.98270	   0.37204	   0.08862	   0.38245	 -13.39795
7685.36612	   1.00000	2430.77780	   0.38564	   0.09967	   0.39831	 -14.49123
7685.60412	   1.00000	1923.15370	   0.40126	   0.10891	   0.41577	 -15.18611
7685.84212	   1.00000	1522.43580	   0.41972	   0.11769	   0.43591	 -15.66363
7686.08012	   1.00000	1203.84460	   0.43635	   0.12806	   0.45475	 -16.35642
7686.31912	   1.00000	 952.86591	   0.45640	   0.13704	   0.47653	 -16.71300
7686.55712	   1.00000	 754.27557	   0.47816	   0.14602	   0.49996	 -16.98174
7686.79412	   1.00000	 596.71857	   0.49887	   0.15582	   0.52264	 -17.34547
7687.03212	   1.00000	 471.96338	   0.52185	   0.16590	   0.54759	 -17.63560
7687.27112	   1.00000	 373.20856	   0.54626	   0.17676	   0.57415	 -17.93047
7687.50912	   1.00000	 295.47278	   0.57310	   0.19079	   0.60402	 -18.41325
7687.74812	   1.00000	 233.87738	   0.59960	   0.20180	   0.63264	 -18.60123
7687.98612	   1.00000	 185.05922	   0.63101	   0.21505	   0.66664	 -18.81895
7688.22212	   1.00000	 146.35823	   0.66382	   0.22756	   0.70174	 -18.92155
7688.45812	   1.00000	 115.77804	   0.69979	   0.23967	   0.73970	 -18.90577
7688.69312	   1.00000	  91.67210	   0.73779	   0.25448	   0.78045	 -19.03035
7688.93812	   1.00000	  72.51701	   0.77809	   0.26530	   0.82207	 -18.82753
7689.16712	   1.00000	  57.36816	   0.82413	   0.27612	   0.86916	 -18.52326
7689.40412	   1.00000	  45.36290	   0.86729	   0.28601	   0.91323	 -18.25144
7689.63612	   1.00000	  35.93134	   0.90618	   0.29312	   0.95241	 -17.92444
7689.88712	   1.00000	  28.40909	   0.95497	   0.29989	   1.00095	 -17.43415
7690.10112	   1.00000	  22.48202	   0.99960	   0.30606	   1.04540	 -17.02344
7690.36612	   1.00000	  17.79613	   1.04112	   0.31935	   1.08899	 -17.05268
7690.61812	   1.00000	  14.06813	   1.09892	   0.33685	   1.14939	 -17.04186
7690.83412	   1.00000	  11.14480	   1.14315	   0.33976	   1.19257	 -16.55282
7691.10112	   1.00000	   8.81772	   1.21428	   0.35391	   1.26480	 -16.24931
7691.28012	   1.00000	   6.97545	   1.26481	   0.37500	   1.31924	 -16.51442
7691.49812	   1.00000	   5.51730	   1.32570	   0.36207	   1.37426	 -15.27600
7691.76712	   1.00000	   4.36941	   1.39115	   0.34445	   1.43316	 -13.90663
7692.10212	   1.00000	   3.45686	   1.48439	   0.32632	   1.51984	 -12.39833
7692.52112	   1.00000	   2.73547	   1.55796	   0.32962	   1.59245	 -11.94596
7693.04612	   1.00000	   2.16054	   1.59542	   0.32198	   1.62759	 -11.41002
7693.70512	   1.00000	   1.70952	   1.61230	   0.29102	   1.63836	 -10.23162
7694.53412	   1.00000	   1.35352	   1.62206	   0.23810	   1.63944	  -8.35068
7695.57612	   1.00000	   1.07079	   1.64461	   0.16943	   1.65332	  -5.88203
7696.89012	   1.00000	   0.84734	   1.68970	   0.10615	   1.69303	  -3.59477
7698.54612	   1.00000	   0.67072	   1.74589	   0.07102	   1.74733	  -2.32953
7700.63512	   1.00000	   0.53067	   1.81152	   0.07866	   1.81323	  -2.48648
7703.27112	   1.00000	   0.41976	   1.84556	   0.12796	   1.84999	  -3.96631
7706.60312	   1.00000	   0.33183	   1.82750	   0.19102	   1.83746	  -5.96710
7710.80912	   1.00000	   0.26261	   1.75981	   0.22882	   1.77463	  -7.40829
7716.11712	   1.00000	   0.20791	   1.67376	   0.21332	   1.68729	  -7.26303
7722.82112	   1.00000	   0.16452	   1.61186	   0.14305	   1.61820	  -5.07176
7731.29713	   1.00000	   0.13007	   1.60376	   0.04340	   1.60435	  -1.55012
7741.98813	   1.00000	   0.10309	   1.66685	  -0.04387	   1.66742	   1.50769
7755.50213	   1.00000	   0.08153	   1.78843	  -0.08122	   1.79027	   2.60032
7772.59913	   1.00000	   0.06443	   1.92442	  -0.04887	   1.92504	   1.45464
7794.18613	   1.00000	   0.05102	   2.07587	   0.09357	   2.07798	  -2.58090
7821.42813	   1.00000	   0.04042	   2.13905	   0.34335	   2.16643	  -9.11908
7855.92413	   1.00000	   0.03192	   2.03586	   0.62967	   2.13102	 -17.18627
7899.47113	   1.00000	   0.02528	   1.76295	   0.80341	   1.93739	 -24.49953
7954.53714	   1.00000	   0.01999	   1.43786	   0.73832	   1.61634	 -27.17973
23950.99323	   2.00000	20004.45300	   0.29248	  -0.02149	   0.29326	   4.20259
23951.13623	   2.00000	15829.12600	   0.29905	  -0.00283	   0.29907	   0.54244
23951.27823	   2.00000	12516.70300	   0.30746	   0.01594	   0.30787	  -2.96774
23951.42023	   2.00000	9909.44240	   0.31619	   0.03224	   0.31783	  -5.82176
23951.58423	   2.00000	7835.48000	   0.32678	   0.04621	   0.33003	  -8.04863
